@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R61-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0 numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3 numeric
@attribute var_4 numeric
@attribute var_5 numeric
@attribute var_6 numeric
@attribute var_7 numeric
@attribute var_8 numeric
@attribute var_9 numeric
@attribute var_10 numeric
@attribute var_11 numeric
@attribute var_12 numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute var_15 numeric
@attribute var_16 numeric
@attribute var_17 numeric
@attribute var_18 numeric
@attribute var_19 numeric
@attribute var_20 numeric
@attribute var_21 numeric
@attribute var_22 numeric
@attribute var_23 numeric
@attribute var_24 numeric
@attribute var_25 numeric
@attribute var_26 numeric
@attribute var_27 numeric
@attribute var_28 numeric
@attribute var_29 numeric
@attribute var_30 numeric
@attribute var_31 numeric
@attribute var_32 numeric
@attribute var_33 numeric
@attribute var_34 numeric
@attribute var_35 numeric
@attribute var_36 numeric
@attribute var_37 numeric
@attribute var_38 numeric
@attribute var_39 numeric
@attribute var_40 numeric
@attribute var_41 numeric
@attribute var_42 numeric
@attribute var_43 numeric
@attribute var_44 numeric
@attribute var_45 numeric
@attribute var_46 numeric
@attribute var_47 numeric
@attribute var_48 numeric
@attribute var_49 numeric
@attribute var_50 numeric
@attribute var_51 numeric
@attribute var_52 numeric
@attribute var_53 numeric
@attribute var_54 numeric
@attribute var_55 numeric
@attribute var_56 numeric
@attribute var_57 numeric
@attribute var_58 numeric
@attribute var_59 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute NewNumeric26 numeric
@attribute NewNumeric27 numeric
@attribute NewNumeric28 numeric
@attribute NewNumeric29 numeric
@attribute label {0,1}

@data
0.141902,0.089584,0.084757,0.019258,0.073548,0.180469,0.215615,0.188093,0.165233,0.12298,0.124875,0.126905,0.136648,0.153553,0.236634,0.201099,0.163714,0.144416,0.02651,0.065176,0.157357,0.094727,0.216382,0.527303,0.83376,1,0.86175,0.664677,0.534716,0.415713,0.340855,0.188384,0.120025,0.199258,0.294262,0.228226,0.077302,0,0.016813,0.127887,0.217834,0.226984,0.205224,0.12136,0.11942,0.091882,0.061934,0.140461,0.180212,0.164848,0.081673,0.182471,0.109551,0.120235,0.142202,0.04359,0.125,0.041475,0.022039,0.048889,0.658711,0.103883,0.459666,0.972566,0.87153,0.270479,0.34887,0.767396,0.224756,0.929239,0.51213,0.290422,0.221757,0.959152,0.077048,0.914723,0.486227,0.245535,0.579966,0.766238,0.151991,0.585967,0.237387,0.018022,0.536452,0.612097,0.820783,0.238025,0.144641,0.786245,1
0.15156,0.155594,0.008213,0.075369,0.098402,0.360399,0.578216,0.249835,0.103655,0.217074,0.339558,0.457503,0.558075,0.425596,0.547096,0.717586,0.806963,0.915325,1,0.937714,0.90683,0.930083,0.73339,0.502715,0.37191,0.277784,0.682845,0.867538,0.897102,0.783589,0.424896,0.104404,0.129371,0.240806,0.288534,0.225,0.107916,0.173963,0.225209,0.291176,0.14476,0,0.04539,0.1479,0.189224,0.03785,0.138175,0.188979,0.155982,0.290909,0.114542,0.073276,0.047753,0.325513,0.321101,0.133333,0.065341,0.052995,0.283747,0.697778,0.199491,0.010522,0.624583,0.954142,0.423442,0.724267,0.02441,0.494863,0.252391,0.685592,0.230097,0.290034,0.401432,0.630316,0.192953,0.40534,0.13342,0.788066,0.434171,0.981418,0.13046,0.153128,0.854104,0.174849,0.280539,0.524867,0.820619,0.057979,0.432622,0.879093,1
0.078009,0,0.023982,0.094627,0.116155,0.178581,0.222562,0.195369,0.251229,0.19591,0.171775,0.126612,0.092746,0.099309,0.116963,0.100041,0.185266,0.255896,0.330949,0.510916,0.649347,0.782945,0.922963,0.900318,0.913896,1,0.981196,0.906546,0.810676,0.668955,0.590582,0.575422,0.489867,0.548702,0.542907,0.528024,0.489285,0.354268,0.15635,0.177887,0.15275,0.075458,0.078753,0.048312,0.075775,0.038124,0.032416,0.034142,0.03685,0.140606,0.091633,0.093391,0.101124,0.005865,0,0.105128,0.102273,0.036866,0.060606,0.044444,0.085049,0.539525,0.05971,0.495016,0.44886,0.263254,0.060477,0.073604,0.949638,0.404388,0.85564,0.124724,0.069041,0.748647,0.482431,0.920923,0.164765,0.67858,0.346679,0.485317,0.421501,0.905229,0.833382,0.752396,0.341966,0.855162,0.595948,0.236774,0.611105,0.612604,1
0.242942,0.04715,0.057819,0.097718,0.169921,0.288373,0.431509,0.327674,0.213606,0.400257,0.285246,0.29323,0.322431,0.132721,0.347076,0.320171,0.202052,0.189922,0.210288,0.371575,0.278879,0.590914,0.560665,0.323328,0.207268,0.515255,0.805127,0.685159,0.685676,0.853983,0.593852,0.371976,0.658721,0.899311,0.778766,0.753226,0.594577,0.450244,0.094346,0.650327,0.806254,0.722955,0.443683,0.232285,0.338072,0.469556,0.417059,0.206349,0.109036,0.568485,0.424303,0.478448,0.429775,0.419355,0.224771,0.112821,0.261364,0.020737,0.198347,0.271111,0.724447,0.839678,0.648779,0.079319,0.943187,0.61845,0.01338,0.485016,0.845101,0.910306,0.63993,0.356529,0.943458,0.721412,0.114632,0.695202,0.232871,0.890905,0.253902,0.852225,0.035907,0.29982,0.816434,0.486852,0.551084,0.577466,0.872859,0.862203,0.113558,0.004308,1
0.075037,0.219889,0.19908,0.109368,0.254882,0.666577,0.604057,0.44366,0.513053,0.596454,0.383179,0.142292,0.442942,0.560379,0.695255,0.97588,1,0.926545,0.601304,0.420591,0.473124,0.466438,0.690792,0.838131,0.798487,0.745567,0.800924,0.609201,0.203086,0.193091,0.634075,0.725468,0.254752,0.443137,0.849545,0.715726,0.486551,0.569096,0.494967,0.299455,0.02791,0.135653,0.353938,0.362278,0.295422,0.09051,0.088917,0.103324,0.086825,0.347879,0.026892,0.280172,0.120787,0.55132,0.263761,0.046154,0.096591,0.064516,0.311295,0.315556,0.56691,0.676446,0.86413,0.479226,0.13387,0.954147,0.107413,0.417746,0.567613,0.888719,0.99753,0.76346,0.392722,0.33021,0.964864,0.913308,0.425723,0.786793,0.14517,0.789011,0.026538,0.538158,0.410926,0.821296,0.604463,0.681457,0.786526,0.831078,0.591638,0.694121,1
0.15899,0.07844,0.14816,0.090823,0.149632,0.16887,0.347319,0.230209,0.201014,0.180609,0.087099,0.00337,0.181276,0.265855,0.572976,0.825972,0.862087,0.805818,0.899537,0.897902,1,0.997422,0.986436,0.975515,0.894395,0.9696,0.965858,0.756381,0.419725,0.326795,0.462721,0.411114,0.304946,0.313725,0.204459,0.065827,0.255959,0.156494,0.036517,0.102941,0.03868,0.029792,0.115479,0.187967,0.191641,0.05362,0.098877,0.140461,0.101464,0.115152,0.154382,0.112069,0.410112,0.202346,0.016055,0.189744,0.119318,0.046083,0.096419,0.08,0.193915,0.752519,0.850276,0.8377,0.006295,0.032181,0.741459,0.541624,0.42794,0.768196,0.88065,0.715468,0.528929,0.98668,0.848865,0.347376,0.943879,0.401888,0.551627,0.609497,0.111264,0.418533,0.992118,0.55056,0.880217,0.544,0.382187,0.23623,0.547898,0.39096,1
0.210253,0.142735,0.061432,0.197575,0.381182,0.440788,0.219505,0.286218,0.233108,0.383526,0.428938,0.396249,0.197122,0.315768,0.496941,0.725931,0.725417,0.818494,0.873028,0.963292,1,0.861132,0.626046,0.58744,0.810102,0.752726,0.591449,0.402532,0.269183,0.057862,0.213211,0.595618,0.533235,0.715527,0.723637,0.699798,0.55948,0.107934,0.467659,0.685512,0.464968,0.381197,0.307384,0.361762,0.195337,0.155787,0.187251,0.20605,0.213024,0.141818,0.069721,0.221264,0.342697,0.372434,0.181193,0.120513,0.073864,0.267281,0.151515,0.062222,0.525452,0.379537,0.075527,0.37934,0.619031,0.256328,0.707942,0.983842,0.917265,0.61753,0.953228,0.909542,0.301033,0.435401,0.815595,0.447799,0.139953,0.30585,0.329729,0.010721,0.963564,0.184132,0.89632,0.12714,0.65323,0.311717,0.930221,0.50287,0.341391,0.447006,1
0.2526,0.696957,0.532523,0.324061,0.269592,0.321014,0.550709,0.487982,0.447942,0.517947,0.387028,0.022128,0.352813,0.528411,0.61922,0.722064,0.829033,0.676675,0.416158,0.349422,0.536783,0.736333,0.821024,1,0.868073,0.6797,0.685786,0.486826,0.368432,0.395881,0.391323,0.042104,0.099338,0.020032,0.345096,0.682157,0.735294,0.3342,0.025809,0.316993,0.417603,0.465446,0.307772,0.265267,0.325277,0.233681,0.287396,0.536688,0.515901,0.18303,0.222112,0.139368,0.185393,0.568915,0.350917,0.151282,0.213068,0.202765,0.300275,0.275556,0.812897,0.861672,0.816909,0.176601,0.638446,0.815586,0.233217,0.489404,0.789254,0.568416,0.704052,0.860795,0.069918,0.180906,0.33074,0.476027,0.654738,0.341805,0.153894,0.364222,0.189078,0.50034,0.86957,0.820766,0.397939,0.349352,0.959072,0.462861,0.410348,0.664786,1
0.046062,0.017145,0.021682,0.040894,0.131626,0.152684,0.239789,0.145976,0.076935,0.100815,0.140841,0.238277,0.368804,0.237806,0.221587,0.244861,0.267744,0.271792,0.360825,0.431828,0.543107,0.620234,0.658154,0.751767,0.87809,0.936006,1,0.852203,0.665346,0.519124,0.399499,0.29005,0.162554,0.05045,0.096962,0.209375,0.203914,0.24883,0.207539,0.144553,0.133526,0.206227,0.227079,0.183458,0.129087,0.018925,0.084933,0.143756,0.080262,0.054545,0.01494,0.056034,0.092697,0.199413,0.236239,0.117949,0.076705,0.133641,0.157025,0.106667,0.951507,0.356906,0.235714,0.705473,0.135532,0.772303,0.843283,0.91146,0.652192,0.23749,0.517691,0.867567,0.326259,0.701914,0.004438,0.419272,0.121378,0.023324,0.227992,0.77411,0.32385,0.094646,0.710382,0.272914,0.158835,0.745879,0.048628,0.014738,0.593011,0.905724,1
0.062407,0.037291,0.034823,0.076082,0.155212,0.201511,0.242845,0.134289,0.132985,0.131989,0.091946,0.038834,0.188109,0.322883,0.478784,0.652147,0.76562,0.774234,0.805596,0.799765,0.82051,0.842659,0.880259,0.886692,0.891304,0.963322,1,0.910869,0.662427,0.418002,0.263026,0.291534,0.133256,0.201378,0.239951,0.221371,0.196589,0.126651,0,0,0.014823,0.028327,0.077202,0.055527,0.052459,0.003428,0.059218,0.076969,0.091873,0.130909,0.123506,0.091954,0.050562,0.31085,0.09633,0.187179,0.207386,0.115207,0.14876,0.146667,0.869052,0.262284,0.94218,0.44741,0.157815,0.172096,0.190488,0.128927,0.296192,0.103717,0.113891,0.03774,0.295653,0.925278,0.813283,0.577375,0.110508,0.754499,0.946121,0.822458,0.216132,0.383269,0.584919,0.788431,0.901539,0.865726,0.054395,0.938786,0.724149,0.444482,1
0.332838,0.215602,0.264126,0.28388,0.435202,0.796871,0.799667,0.50871,0.576628,0.521379,0.384034,0.391706,0.297863,0.117356,0.155582,0.230816,0.427417,0.580675,0.657479,0.782641,0.822829,0.765117,0.854403,0.730458,0.373615,0.184492,0.305809,0.360642,0.425354,0.594748,0.759429,0.79005,0.7589,0.811659,0.595786,0.582661,0.659742,0.717064,0.633433,0.56634,0.429531,0.211844,0.210138,0.32556,0.270543,0.225315,0.109381,0.062594,0.220091,0.212121,0.106574,0.258621,0.317416,0.155425,0.071101,0.128205,0.130682,0.175115,0.07438,0.093333,0.666647,0.837631,0.243021,0.342649,0.843056,0.443572,0.944329,0.382253,0.838207,0.999332,0.362829,0.877785,0.281689,0.508772,0.324717,0.69799,0.363415,0.227902,0.459466,0.405961,0.190232,0.323909,0.469651,0.488116,0.225948,0.56197,0.616924,0.692064,0.729897,0.720412,1
0.216939,0.407201,0.429041,0.32097,0.407558,0.429997,0.166991,0.296803,0.308354,0.4862,0.207983,0.061841,0.037942,0.358771,0.540475,0.537146,0.497461,0.403844,0.160951,0.382813,0.760013,0.971539,0.935361,0.545026,0.495737,0.650402,0.549638,0.529539,0.184425,0.144492,0.580881,0.675377,0.261262,0.176047,0.280863,0.512399,0.634376,0.405532,0.547012,0.655338,0.539317,0.283394,0.253071,0.225329,0.185385,0.081871,0.203549,0.313567,0.255931,0.192727,0.194223,0.270115,0.682584,0.351906,0.135321,0.34359,0.252841,0.315668,0.096419,0.431111,0.558185,0.897973,0.89142,0.080414,0.727836,0.910416,0.423028,0.80337,0.126977,0.54169,0.649317,0.199373,0.762051,0.316371,0.209312,0.496032,0.03681,0.781,0.889681,0.347225,0.661509,0.55168,0.735981,0.033496,0.144707,0.053828,0.290627,0.266993,0.64851,0.641419,1
0.142645,0.06258,0.108739,0.068474,0.105757,0.110602,0.178661,0.177949,0.211302,0.285571,0.287384,0.271249,0.2025,0.146025,0.162403,0.183696,0.267848,0.34639,0.401325,0.375107,0.485245,0.624208,0.75808,0.845405,0.904518,0.880163,0.809749,0.668485,0.517098,0.477716,0.56344,0.609881,0.501208,0.428511,0.317787,0.226915,0.120271,0.131538,0.248768,0.393573,0.475622,0.497802,0.484029,0.389204,0.294143,0.245474,0.305867,0.401617,0.388188,0.269091,0.204183,0.158046,0.174157,0,0.034404,0.115385,0.073864,0.036866,0.057851,0.115556,0.902824,0.824483,0.214467,0.677173,0.443503,0.856649,0.014622,0.58996,0.325342,0.013509,0.979974,0.031629,0.683514,0.450009,0.703173,0.011495,0.463484,0.385327,0.743834,0.567974,0.771845,0.650819,0.600774,0.400441,0.794543,0.531243,0.062575,0.17478,0.9525,0.659354,0
0.067608,0.316331,0.115637,0.039705,0.002283,0.115727,0.272298,0.223594,0.250768,0.308594,0.405417,0.387749,0.349615,0.209756,0.186378,0.165785,0.201948,0.347013,0.602672,0.706764,0.782251,0.790033,0.795168,0.915275,0.928282,0.951757,1,0.981268,0.862802,0.605645,0.383148,0.323825,0.247611,0.23328,0.214585,0.118952,0.037393,0.033066,0.114371,0.14793,0.009033,0.050427,0.19087,0.224427,0.221069,0.226413,0.213872,0.215633,0.162039,0.067879,0.201195,0.183908,0.275281,0.260997,0.052752,0.05641,0.096591,0.087558,0.15427,0.128889,0.099193,0.770602,0.248176,0.495333,0.626747,0.514766,0.471217,0.630988,0.714684,0.480823,0.361411,0.477867,0.7286,0.262287,0.710496,0.0177,0.541714,0.582723,0.577004,0.864887,0.962135,0.809956,0.265606,0.290482,0.865864,0.250654,0.257967,0.324207,0.243157,0.769089,0
0.238484,0.215602,0.021025,0.043985,0.092569,0.166981,0.224507,0.237927,0.177058,0.199485,0.211262,0.315651,0.391772,0.267402,0.399137,0.525443,0.532276,0.566026,0.583526,0.652076,0.692664,0.773386,0.924128,0.977564,0.97208,1,0.968694,0.995471,0.815992,0.566307,0.529758,0.509242,0.320172,0.143508,0.073949,0.154536,0.270391,0.312675,0.283572,0.308061,0.303185,0.319902,0.265744,0.266555,0.231021,0.166758,0.183448,0.222821,0.194851,0.060606,0.145418,0.038793,0.328652,0.281525,0.231651,0.251282,0.139205,0.041475,0.214876,0.111111,0.331057,0.974216,0.657737,0.288611,0.716494,0.630109,0.643799,0.270974,0.253656,0.709266,0.504614,0.208583,0.851525,0.646878,0.888801,0.118204,0.198099,0.644397,0.18348,0.603942,0.681715,0.522761,0.216825,0.443597,0.290496,0.490817,0.099788,0.566818,0.508562,0.492348,0
0.208024,0.153022,0.065375,0.040181,0.098656,0.148098,0.224785,0.202205,0.377764,0.431002,0.265859,0.349502,0.315017,0.196556,0.113151,0.109404,0.055642,0.143377,0.132969,0.094606,0,0.119858,0.368337,0.559164,0.63523,0.721776,0.846938,0.905825,0.861134,0.879263,0.935579,0.926289,0.706395,0.634658,0.616754,0.682258,0.763831,0.613289,0.573356,0.653813,0.606485,0.599389,0.650071,0.743623,0.839778,0.658667,0.702101,0.832285,0.720343,0.513939,0.26992,0.268678,0.182584,0.173021,0.172018,0.217949,0.201705,0.082949,0.14876,0.066667,0.064324,0.275469,0.124643,0.320663,0.399062,0.983945,0.115733,0.442248,0.400665,0.134584,0.182656,0.51895,0.327507,0.365624,0.482025,0.090054,0.741126,0.633622,0.31553,0.614874,0.065426,0.894315,0.691335,0.866565,0.823385,0.055409,0.432289,0.327634,0.279397,0.945273,0
0.153046,0.132447,0.05092,0.039943,0.08699,0,0.025841,0.16538,0.351658,0.335764,0.273414,0.188159,0.215148,0.29143,0.436252,0.552921,0.6705,0.601455,0.663686,0.832513,0.991674,1,0.786267,0.5314,0.355499,0.468994,0.543019,0.283862,0.153565,0.341833,0.196643,0.358284,0.389583,0.231691,0.166104,0.370968,0.435163,0.337215,0.230028,0.190959,0.079444,0.278755,0.257468,0.141716,0.097242,0.041552,0.122057,0.2351,0.229682,0.298182,0.150398,0.16092,0.087079,0.328446,0.073394,0.282051,0.139205,0.195853,0.019284,0.382222,0.408869,0.826943,0.82903,0.431323,0.007526,0.82,0.87057,0.282125,0.97857,0.994068,0.059199,0.627511,0.322998,0.298827,0.426959,0.816002,0.325285,0.820363,0.790855,0.939547,0.970096,0.259347,0.48415,0.876176,0.768349,0.646522,0.180069,0.439631,0.953691,0.705979,0
0.051263,0.140163,0.095598,0.075606,0.311692,0.452927,0.494304,0.36097,0.275645,0.230516,0.270991,0.420574,0.56578,0.503661,0.53546,0.503257,0.63123,0.722182,0.806859,0.877568,0.988512,1,0.867543,0.859748,0.901321,0.853949,0.763631,0.650062,0.542848,0.347935,0.201548,0.086718,0.064896,0.023211,0.040503,0.189113,0.193418,0.297286,0.39955,0.307407,0.179618,0.200977,0.130609,0.194795,0.202872,0.150439,0.212423,0.291105,0.354871,0.340606,0.215139,0.201149,0.300562,0.674487,0.350917,0.130769,0.213068,0.112903,0.247934,0.271111,0.511772,0.159301,0.102891,0.757609,0.808962,0.4493,0.645863,0.066956,0.144392,0.010091,0.159624,0.478212,0.392382,0.920008,0.595615,0.967527,0.089212,0.991948,0.689329,0.879329,0.258628,0.521129,0.510089,0.733262,0.329,0.04338,0.017231,0.750445,0.484535,0.391914,0
0.230312,0.054865,0.223719,0.266762,0.071266,0.287025,0.50514,0.342227,0.454699,0.609038,0.742124,0.811108,0.984155,0.700629,0.735881,0.735701,0.857217,0.943688,0.87187,0.776648,0.55312,0.254752,0,0,0.206522,0.434079,0.477571,0.423837,0.254274,0.106135,0.335513,0.355774,0.298645,0.307366,0.349289,0.067944,0.162147,0.149423,0.154637,0.160784,0.025014,0.109646,0.140437,0.104612,0.111459,0.066786,0.0795,0.175502,0.186774,0.224242,0.300797,0.331897,0.63764,0.240469,0.33945,0.484615,0.082386,0.854839,0.344353,0.666667,0.749228,0.118818,0.157733,0.839102,0.126368,0.137416,0.952949,0.365672,0.721971,0.31048,0.442259,0.602613,0.828373,0.417428,0.111209,0.669974,0.899089,0.890707,0.41115,0.556608,0.328185,0.985678,0.18198,0.414862,0.184505,0.553843,0.906637,0.518253,0.39794,0.420755,0
0.068351,0.027004,0.086728,0.124822,0.215065,0.310494,0.402056,0.412789,0.351044,0.294008,0.121597,0.075909,0.367786,0.35939,0.507774,0.654386,0.696508,0.743584,0.827162,0.849422,0.959422,0.982601,0.862774,0.631493,0.474318,0.492786,0.677907,0.844277,0.813699,0.559987,0.269021,0.268599,0.252861,0.178166,0.125089,0.088206,0.058714,0.047104,0.056008,0.155773,0.226752,0.264835,0.133842,0.221721,0.28675,0.245063,0.201376,0.119197,0.153963,0.101818,0.038845,0.057471,0.067416,0.026393,0.004587,0.064103,0.048295,0.129032,0.068871,0.204444,0.762483,0.158051,0.550473,0.030836,0.864271,0.485026,0.028642,0.566947,0.578862,0.694973,0.88345,0.271901,0.84986,0.177761,0.821511,0.213463,0.525282,0.096915,0.598956,0.310677,0.197992,0.648447,0.252091,0.938057,0.588078,0.15966,0.752001,0.104422,0.517564,0.203567,0
0.182021,0.067295,0.107096,0.044936,0.191479,0.307526,0.331481,0.337155,0.298219,0.287287,0.268425,0.31697,0.394243,0.390636,0.507975,0.544474,0.649052,0.667948,0.633915,0.65625,0.769288,0.824831,0.890749,0.985247,1,0.933363,0.886228,0.804961,0.669308,0.517489,0.416285,0.334893,0.163604,0.062109,0.059937,0.145665,0.248743,0.215556,0.172307,0.25,0.23729,0.225275,0.268589,0.227648,0.159084,0.106829,0.24339,0.287511,0.301868,0.4,0.196215,0.252874,0.558989,0.217009,0.073394,0.225641,0.383523,0.202765,0.286501,0.386667,0.140446,0.268701,0.217497,0.539775,0.63384,0.972222,0.795814,0.738563,0.369598,0.831563,0.778177,0.935011,0.785375,0.575125,0.985267,0.527947,0.682692,0.769757,0.164406,0.091908,0.772381,0.339893,0.224437,0.357309,0.928395,0.443794,0.421581,0.094178,0.777046,0.142788,0
0.510401,0.383626,0.414258,0.34213,0.308648,0.282978,0.320922,0.359206,0.269502,0.288002,0.365502,0.549385,0.62858,0.572136,0.501154,0.179931,0.231064,0.291117,0.236798,0.591824,0.890177,0.725271,0.490092,0.263498,0.123295,0.62628,0.745351,0.497942,0.44756,0.507355,0.421299,0.099498,0.038748,0.075782,0.009205,0.09254,0.156353,0.125091,0.281645,0.227778,0.126809,0.346642,0.414199,0.18217,0.089423,0.100658,0.145781,0.18209,0.285209,0.346667,0.153386,0.202586,0.424157,0.1261,0.043578,0.112821,0.238636,0.218894,0.258953,0.275556,0.511695,0.774772,0.124442,0.318469,0.122035,0.771303,0.485249,0.303817,0.73687,0.456872,0.410679,0.812522,0.707473,0.48083,0.451967,0.474514,0.772177,0.413809,0.925658,0.300331,0.368368,0.849505,0.397486,0.651253,0.566599,0.110449,0.059539,0.120852,0.478961,0.964828,0
0.73997,0.353193,0.184625,0.135283,0.144053,0.326949,0.2384,0.381918,0.172604,0.179608,0.311048,0.350967,0.369821,0.278849,0.380379,0.301954,0.373744,0.178494,0.286556,0.287778,0.281619,0.236065,0.322878,0.238398,0.37191,0.40423,0.44553,0.719844,0.748853,0.62722,0.766514,0.714514,0.46477,0.609433,0.647336,0.396573,0.091515,0.297598,0.292996,0.134749,0.549971,0.968498,0.972068,0.709611,0.832812,1,1,1,0.811711,0.575758,1,1,0.876404,0.8739,0.552752,0.212821,0.494318,0.479263,0.62259,0.444444,0.867066,0.829665,0.915689,0.363695,0.109334,0.760861,0.072038,0.483824,0.043211,0.423544,0.121835,0.055548,0.069963,0.732151,0.441036,0.920886,0.64216,0.203784,0.098545,0.482818,0.108479,0.918726,0.575685,0.785834,0.322155,0.323277,0.529512,0.268911,0.363751,0.589097,0
0.254829,0.117017,0.028909,0.12078,0.175501,0.151875,0.233398,0.312679,0.320792,0.347633,0.371917,0.395516,0.349615,0.300505,0.277159,0.2414,0.168998,0.161455,0.245319,0.277076,0.315346,0.282999,0.387199,0.464604,0.446718,0.59522,0.824982,0.944216,1,0.828375,0.549597,0.501027,0.495957,0.398092,0.175616,0.14506,0.181391,0.140688,0.070465,0.231699,0.388767,0.536386,0.509375,0.261531,0.285755,0.299918,0.333213,0.442348,0.490156,0.271515,0.150398,0.132184,0.053371,0.020528,0.105505,0.225641,0.017045,0.184332,0.300275,0.204444,0.408126,0.904957,0.142104,0.347698,0.022866,0.361559,0.439115,0.3689,0.403303,0.29458,0.01879,0.440984,0.394692,0.125429,0.974155,0.267356,0.938608,0.873217,0.205237,0.000686,0.114892,0.662809,0.202162,0.176015,0.109525,0.379202,0.336367,0.717218,0.856062,0.45048,0
0.956909,1,1,1,1,0.451848,0.478744,0,0.284705,0.302874,0.367783,0.296454,0.419247,0.312365,0.364028,0.386118,0.418299,0.446234,0.500842,0.329516,0.182441,0.137901,0.399915,0.644709,0.474638,0.206521,0.386805,0.583162,0.503962,0.365588,0.3523,0.224897,0.040533,0.129836,0.273397,0.453327,0.368904,0.310804,0.367531,0.442702,0.375565,0.324176,0.213759,0.251353,0.39963,0.308009,0.347881,0.449236,0.335689,0.233939,0.155378,0.501437,0.575843,0.419355,0.387615,0.023077,0.292614,0.278802,0.487603,1,0.095951,0.740142,0.359317,0.670866,0.699466,0.123873,0.953287,0.906531,0.377808,0.735951,0.986021,0.562668,0.71801,0.7801,0.026105,0.3172,0.992104,0.047166,0.90596,0.297753,0.558223,0.687469,0.243872,0.002664,0.476115,0.385879,0.670114,0.035363,0.005147,0.775856,0
0.22734,0.17874,0.150788,0.180694,0.194776,0.172646,0.067797,0.199779,0.072635,0.01144,0.081254,0.219519,0.244803,0.260905,0.329221,0.494403,0.622837,0.698286,0.824637,0.864084,0.796901,0.732252,0.73784,0.723184,0.592604,0.443331,0.425465,0.392651,0.430776,0.359704,0.289623,0.318348,0.337604,0.377742,0.434285,0.473488,0.477258,0.445149,0.377169,0.450763,0.428952,0.446398,0.499547,0.360989,0.1824,0.153182,0.235965,0.235699,0.220091,0.271515,0.13247,0.093391,0.474719,0.483871,0.061927,0.320513,0.178977,0.087558,0.366391,0.382222,0.269834,0.107512,0.454837,0.980083,0.131102,0.239766,0.351942,0.884121,0.272265,0.858152,0.286259,0.592279,0.531443,0.952928,0.149726,0.686762,0.989004,0.515835,0.029967,0.125245,0.893362,0.592952,0.405973,0.606021,0.633887,0.648262,0.706002,0.337418,0.497833,0.139152,0
0.150817,0.042863,0.037779,0.1864,0.266295,0.374966,0.457349,0.207718,0.20777,0.302302,0.327014,0.421014,0.37898,0.313808,0.373558,0.44138,0.457569,0.610805,0.71639,0.861087,0.931387,0.958544,0.907386,0.942936,1,0.939971,0.875512,0.744751,0.694329,0.562602,0.367888,0.240301,0.17694,0.080127,0.112509,0.127419,0.207632,0.297494,0.382095,0.401852,0.335611,0.439316,0.385749,0.229194,0.218226,0.164427,0.173669,0.229111,0.327612,0.379394,0.184263,0.122126,0.485955,0.193548,0.144495,0.233333,0.147727,0.089862,0.170799,0.146667,0.299869,0.597237,0.235411,0.506041,0.050009,0.430198,0.840225,0.045132,0.829679,0.854615,0.326829,0.171361,0.200869,0.359647,0.235214,0.915892,0.847554,0.942912,0.311176,0.949047,0.107395,0.187215,0.888127,0.750778,0.657902,0.719311,0.794371,0.951323,0.93623,0.852825,0
0.173105,0.183026,0.17477,0.148122,0.181841,0.305908,0.323979,0.369129,0.417537,0.406263,0.31062,0.346571,0.290304,0.189956,0.124285,0.104926,0.149725,0.188052,0.121187,0.00899,0.01191,0.181721,0.451521,0.628317,0.736893,0.88534,0.993802,0.995574,0.929942,0.928517,0.912579,0.831356,0.670797,0.654796,0.629539,0.660181,0.615788,0.434855,0.295352,0.440196,0.459178,0.485348,0.543256,0.587091,0.562269,0.406747,0.379392,0.466607,0.446239,0.321212,0.120518,0.112069,0.160112,0.02346,0.077982,0.192308,0.079545,0.131336,0.129477,0.195556,0.735676,0.254136,0.513031,0.592034,0.881457,0.131948,0.609352,0.007557,0.905217,0.277384,0.22624,0.90057,0.10955,0.625314,0.89125,0.95676,0.649323,0.063889,0.323638,0.508177,0.484489,0.08966,0.817142,0.515339,0.912328,0.403627,0.172073,0.797207,0.499029,0.612126,0
