@relation anneal-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute family=- numeric
@attribute family=GB numeric
@attribute family=GK numeric
@attribute family=GS numeric
@attribute family=TN numeric
@attribute family=ZA numeric
@attribute family=ZF numeric
@attribute family=ZH numeric
@attribute family=ZM numeric
@attribute family=ZS numeric
@attribute product-type=C numeric
@attribute product-type=H numeric
@attribute product-type=G numeric
@attribute steel=- numeric
@attribute steel=R numeric
@attribute steel=A numeric
@attribute steel=U numeric
@attribute steel=K numeric
@attribute steel=M numeric
@attribute steel=S numeric
@attribute steel=W numeric
@attribute steel=V numeric
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling=T numeric
@attribute condition=- numeric
@attribute condition=S numeric
@attribute condition=A numeric
@attribute condition=X numeric
@attribute formability=- numeric
@attribute formability=1 numeric
@attribute formability=2 numeric
@attribute formability=3 numeric
@attribute formability=4 numeric
@attribute formability=5 numeric
@attribute strength numeric
@attribute non-ageing=N numeric
@attribute surface-finish=- numeric
@attribute surface-finish=P numeric
@attribute surface-finish=M numeric
@attribute surface-quality=- numeric
@attribute surface-quality=D numeric
@attribute surface-quality=E numeric
@attribute surface-quality=F numeric
@attribute surface-quality=G numeric
@attribute enamelability=- numeric
@attribute enamelability=1 numeric
@attribute enamelability=2 numeric
@attribute enamelability=3 numeric
@attribute enamelability=4 numeric
@attribute enamelability=5 numeric
@attribute bc=Y numeric
@attribute bf=Y numeric
@attribute bt=Y numeric
@attribute bw/me=- numeric
@attribute bw/me=B numeric
@attribute bw/me=M numeric
@attribute bl=Y numeric
@attribute m=Y numeric
@attribute chrom=C numeric
@attribute phos=P numeric
@attribute cbond=Y numeric
@attribute marvi=Y numeric
@attribute exptl=Y numeric
@attribute ferro=Y numeric
@attribute corr=Y numeric
@attribute blue/bright/varn/clean=- numeric
@attribute blue/bright/varn/clean=B numeric
@attribute blue/bright/varn/clean=R numeric
@attribute blue/bright/varn/clean=V numeric
@attribute blue/bright/varn/clean=C numeric
@attribute lustre=Y numeric
@attribute jurofm=Y numeric
@attribute s=Y numeric
@attribute p=Y numeric
@attribute shape=SHEET numeric
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil=- numeric
@attribute oil=Y numeric
@attribute oil=N numeric
@attribute bore=0 numeric
@attribute bore=500 numeric
@attribute bore=600 numeric
@attribute bore=760 numeric
@attribute packing=- numeric
@attribute packing=1 numeric
@attribute packing=2 numeric
@attribute packing=3 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute NewNumeric26 numeric
@attribute NewNumeric27 numeric
@attribute NewNumeric28 numeric
@attribute NewNumeric29 numeric
@attribute NewNumeric30 numeric
@attribute NewNumeric31 numeric
@attribute NewNumeric32 numeric
@attribute NewNumeric33 numeric
@attribute NewNumeric34 numeric
@attribute NewNumeric35 numeric
@attribute NewNumeric36 numeric
@attribute NewNumeric37 numeric
@attribute NewNumeric38 numeric
@attribute NewNumeric39 numeric
@attribute NewNumeric40 numeric
@attribute NewNumeric41 numeric
@attribute NewNumeric42 numeric
@attribute NewNumeric43 numeric
@attribute NewNumeric44 numeric
@attribute class {1,2,3,4,5,U}

@data
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,1,0,0,0,1,0,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.852459,1,?,?,?,1,0,0,0,?,?,?,?,0.089193,0.699681,0.863334,0.793664,0.371006,0.736251,0.539863,0.614833,0.517423,0.836767,0.409664,0.146302,0.966155,0.377251,0.949702,0.969994,0.646271,0.881699,0.480305,0.774368,0.928486,0.63292,0.469868,0.398416,0.692882,0.999747,0.59218,0.827908,0.645019,0.264141,0.243967,0.187678,0.188141,0.338204,0.078913,0.177081,0.929695,0.211238,0.056771,0.142776,0.264637,0.261018,0.542328,0.073867,0.43601,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.787234,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.706319,0.835153,0.045652,0.279131,0.252153,0.923582,0.319464,0.672784,0.351678,0.244284,0.867297,0.540347,0.443914,0.99029,0.78906,0.569334,0.913863,0.594998,0.072008,0.184773,0.535458,0.824431,0.185509,0.412266,0.675245,0.399997,0.486125,0.907188,0.273226,0.525846,0.233173,0.710212,0.895659,0.340465,0.340093,0.106662,0.776631,0.551376,0.155899,0.878381,0.731072,0.344838,0.583696,0.241647,0.131447,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.852459,1,?,?,?,1,0,0,0,?,?,?,?,0.494641,0.202586,0.609226,0.680449,0.499667,0.787755,0.81585,0.620319,0.603166,0.474887,0.139894,0.432838,0.005877,0.384605,0.278202,0.085583,0.582627,0.531784,0.290734,0.272058,0.884607,0.480321,0.277529,0.489979,0.216862,0.634313,0.261899,0.278723,0.855057,0.808104,0.740903,0.526455,0.157952,0.21467,0.47838,0.801363,0.118155,0.852664,0.82383,0.549122,0.773623,0.457023,0.142202,0.730185,0.875979,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.4,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.940102,0.85714,0.371071,0.118866,0.253336,0.461166,0.600458,0.609359,0.57178,0.074957,0.5116,0.612979,0.43567,0.767824,0.70056,0.649981,0.653897,0.446151,0.011819,0.255723,0.21319,0.078292,0.524085,0.48289,0.723308,0.174826,0.599976,0.267154,0.59389,0.159521,0.861744,0.047966,0.057558,0.927479,0.671014,0.619184,0.916548,0.641826,0.750074,0.360989,0.496621,0.66895,0.985575,0.775059,0.742179,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.112478,0.625402,0.725438,0.066158,0.327676,0.079796,0.113984,0.6801,0.664818,0.977331,0.451735,0.821405,0.677609,0.612102,0.759133,0.300985,0.985768,0.049966,0.827536,0.230187,0.221953,0.829808,0.327714,0.575032,0.491427,0.386579,0.007167,0.222309,0.05254,0.970859,0.526661,0.23315,0.384159,0.477368,0.116236,0.894279,0.857897,0.076347,0.954593,0.455472,0.878514,0.866864,0.993145,0.0638,0.595127,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.148936,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.775671,0.785243,0.302864,0.546661,0.841427,0.905608,0.180598,0.05009,0.670643,0.889955,0.970054,0.090682,0.665032,0.582185,0.609514,0.11199,0.060075,0.234367,0.705089,0.56904,0.071212,0.901706,0.638913,0.082382,0.215827,0.97716,0.65225,0.386502,0.084315,0.723231,0.351104,0.881774,0.643076,0.585182,0.438403,0.197746,0.305625,0.590481,0.676974,0.867965,0.505054,0.253494,0.131508,0.002653,0.341914,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.015957,0.865574,0.156148,0,1,0,1,0,0,0,?,?,?,?,0.217672,0.288341,0.677724,0.609453,0.45614,0.196067,0.931188,0.0812,0.74321,0.750078,0.651368,0.181335,0.196753,0.720878,0.386443,0.211594,0.152348,0.646156,0.369732,0.302128,0.966932,0.636692,0.265376,0.987749,0.475093,0.471066,0.974537,0.048358,0.03608,0.034675,0.352807,0.827764,0.583237,0.186893,0.084989,0.320291,0.654974,0.512282,0.95271,0.233524,0.047485,0.127567,0.313315,0.998217,0.484337,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.069149,0.8,1,?,?,?,1,0,0,0,?,?,?,?,0.85783,0.9896,0.836253,0.323522,0.648847,0.035581,0.09362,0.05839,0.407563,0.196774,0.593776,0.15769,0.460964,0.031269,0.532249,0.107278,0.82796,0.833198,0.258695,0.448344,0.680856,0.55539,0.563898,0.230594,0.240805,0.513064,0.201595,0.459514,0.23161,0.784166,0.076584,0.225308,0.966433,0.664346,0.777714,0.065367,0.935894,0.070721,0.7251,0.570114,0.403778,0.418436,0.135531,0.293851,0.997967,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.785714,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.335106,0.419672,0,?,?,?,1,0,0,0,?,?,?,?,0.080711,0.87799,0.335069,0.706528,0.932106,0.662323,0.734782,0.402917,0.756265,0.38969,0.362189,0.861205,0.610691,0.909342,0.010316,0.084015,0.637234,0.127032,0.033571,0.199401,0.097302,0.738208,0.432242,0.074736,0.437175,0.427645,0.030967,0.413193,0.012405,0.895201,0.988101,0.734023,0.839568,0.736383,0.284019,0.103673,0.076629,0.719049,0.341272,0.294346,0.859938,0.354052,0.528148,0.199923,0.646388,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.174582,0.408529,0.638132,0.524996,0.778862,0.347699,0.9168,0.307674,0.15817,0.093728,0.178124,0.226082,0.236747,0.878906,0.620212,0.858182,0.641948,0.691228,0.172477,0.873851,0.481984,0.408432,0.114429,0.981245,0.000664,0.021679,0.041959,0.683417,0.733004,0.633516,0.869944,0.747159,0.126389,0.122823,0.947672,0.665867,0.276562,0.171135,0.595035,0.871915,0.456006,0.740311,0.44265,0.021377,0.48439,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.245902,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.382615,0.216562,0.89691,0.183573,0.640695,0.605368,0.908667,0.35983,0.024653,0.000951,0.87488,0.391351,0.970049,0.864913,0.375171,0.888744,0.579746,0.141337,0.557612,0.623755,0.890406,0.182191,0.327982,0.500042,0.631738,0.86879,0.013387,0.56992,0.134365,0.491664,0.084337,0.208708,0.297031,0.510746,0.196088,0.664822,0.872526,0.221122,0.080621,0.153891,0.774076,0.596651,0.684826,0.459162,0.640084,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.245836,1,?,?,?,1,0,0,0,?,?,?,?,0.375286,0.649624,0.575275,0.455698,0.385441,0.860017,0.503246,0.563574,0.978998,0.802985,0.851428,0.732008,0.543483,0.08008,0.04858,0.214923,0.715049,0.58306,0.783546,0.418916,0.480205,0.573649,0.945592,0.214477,0.161274,0.051415,0.194136,0.150245,0.932402,0.449447,0.252412,0.897562,0.494371,0.921071,0.797989,0.398063,0.361683,0.798284,0.945095,0.92631,0.884327,0.21369,0.779535,0.612486,0.63932,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,1,0,0,1,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.601064,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.0806,0.960218,0.365253,0.53992,0.065835,0.4319,0.335274,0.414655,0.276825,0.909652,0.74576,0.759473,0.053937,0.951809,0.725207,0.325936,0.596419,0.227087,0.81954,0.089972,0.465638,0.485853,0.403531,0.005104,0.289087,0.762991,0.891537,0.401373,0.558824,0.350785,0.514771,0.25053,0.438491,0.780441,0.624645,0.51509,0.107321,0.594797,0.767901,0.139704,0.377564,0.082492,0.159088,0.927867,0.123494,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.148936,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.048587,0.493747,0.843644,0.191931,0.037609,0.407322,0.388869,0.266694,0.06648,0.902347,0.160063,0.897201,0.0084,0.366619,0.392726,0.136055,0.507652,0.676988,0.159682,0.314048,0.472495,0.953183,0.668529,0.115107,0.213622,0.223315,0.76843,0.896348,0.296419,0.856634,0.190023,0.091707,0.047281,0.108347,0.461182,0.698755,0.870099,0.204326,0.704015,0.103172,0.088568,0.0703,0.624991,0.844011,0.933317,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.4,1,0,1,0,1,0,0,0,?,?,?,?,0.297752,0.232496,0.092502,0.730624,0.055809,0.570032,0.666013,0.468874,0.967507,0.959727,0.317983,0.367085,0.308311,0.884848,0.990909,0.162285,0.093869,0.94037,0.021231,0.75776,0.93078,0.407749,0.747595,0.562089,0.494185,0.969156,0.098149,0.613924,0.849553,0.724082,0.818109,0.095368,0.872177,0.76208,0.956816,0.97454,0.147764,0.979963,0.785278,0.499327,0.961154,0.610111,0.460699,0.089542,0.297567,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.787234,0.032787,0,?,?,?,1,0,0,0,?,?,?,?,0.458513,0.078852,0.644309,0.866278,0.432862,0.267223,0.259912,0.987742,0.065626,0.877909,0.934139,0.696323,0.258046,0.761695,0.087948,0.479186,0.304005,0.989202,0.165884,0.96757,0.42215,0.663259,0.549685,0.769945,0.454498,0.539215,0.500698,0.426747,0.494536,0.460613,0.982541,0.797343,0.22055,0.622517,0.524965,0.616622,0.566357,0.77343,0.943229,0.979097,0.0618,0.659113,0.724362,0.122715,0.719321,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.468085,0.4,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.290582,0.736767,0.065395,0.231141,0.216592,0.673906,0.556718,0.584864,0.006246,0.749594,0.61504,0.488176,0.339414,0.476094,0.728036,0.529181,0.478008,0.591816,0.226861,0.267527,0.998802,0.085215,0.14787,0.580681,0.082276,0.5172,0.330455,0.792637,0.859547,0.952947,0.892238,0.718732,0.621182,0.545445,0.196429,0.288495,0.5872,0.388295,0.493589,0.280576,0.426838,0.674227,0.581138,0.919591,0.79965,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.787234,0.852459,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.498306,0.491687,0.849206,0.816449,0.318057,0.198631,0.063222,0.352029,0.685822,0.298137,0.276321,0.244729,0.687817,0.525326,0.126354,0.319092,0.271461,0.27826,0.399944,0.03981,0.536018,0.410337,0.691284,0.48024,0.286026,0.159742,0.902662,0.421065,0.453831,0.586165,0.539152,0.197854,0.400814,0.655512,0.200184,0.858625,0.854015,0.477561,0.964598,0.228703,0.325646,0.159575,0.503512,0.609984,0.297571,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.148936,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.154001,0.145904,0.620485,0.666337,0.243972,0.295098,0.631154,0.185433,0.595072,0.66554,0.513664,0.234376,0.028143,0.369719,0.303796,0.81927,0.163205,0.571748,0.397224,0.85423,0.029634,0.646659,0.246548,0.263305,0.76243,0.239938,0.164112,0.847178,0.007206,0.084533,0.312714,0.602458,0.473941,0.054698,0.205605,0.350366,0.990669,0.901826,0.870154,0.544276,0.413134,0.426999,0.256337,0.982038,0.845111,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.12234,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.816942,0.858723,0.616819,0.82784,0.014655,0.01753,0.898736,0.624242,0.201144,0.340361,0.039729,0.296278,0.253848,0.932636,0.435111,0.136183,0.12513,0.259199,0.426087,0.088797,0.640836,0.974796,0.318062,0.621159,0.86232,0.126256,0.613332,0.773033,0.484941,0.545293,0.160181,0.026181,0.78996,0.037028,0.76118,0.338141,0.554471,0.849156,0.968088,0.988102,0.055453,0.88037,0.319054,0.777901,0.879194,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.705882,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.148936,0.465639,0,?,?,?,1,0,0,0,?,?,?,?,0.463434,0.464732,0.583361,0.210032,0.047991,0.393912,0.885084,0.207376,0.313703,0.524774,0.287416,0.469229,0.937011,0.708903,0.200933,0.340309,0.701726,0.210278,0.963181,0.669304,0.698578,0.548476,0.640289,0.419647,0.15188,0.290328,0.264197,0.954393,0.327486,0.467123,0.864499,0.13564,0.559266,0.057144,0.408752,0.438556,0.608027,0.579776,0.613743,0.683367,0.337385,0.297614,0.532594,0.73574,0.055272,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,0,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.095745,0.340984,0,?,?,?,1,0,0,0,?,?,?,?,0.676431,0.331474,0.849299,0.980272,0.295802,0.051216,0.741003,0.425692,0.311317,0.29892,0.032486,0.279603,0.086148,0.011443,0.579451,0.246463,0.418147,0.087603,0.000667,0.33014,0.553623,0.269773,0.239254,0.483437,0.711006,0.322481,0.649777,0.754262,0.352558,0.736609,0.58611,0.171185,0.376795,0.239583,0.94644,0.334802,0.682667,0.037391,0.457013,0.498684,0.178567,0.953591,0.645146,0.834821,0.275093,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,0,0,1,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.148936,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.478909,0.043733,0.629408,0.133788,0.714323,0.735426,0.246688,0.713073,0.504848,0.677154,0.457687,0.859748,0.650461,0.130281,0.017531,0.587102,0.084997,0.411599,0.944551,0.512387,0.068354,0.821331,0.763941,0.880902,0.28047,0.830761,0.137267,0.854384,0.688766,0.174843,0.724572,0.43026,0.659346,0.648464,0.646386,0.558491,0.474654,0.902117,0.027148,0.066711,0.206408,0.373535,0.809603,0.892022,0.772509,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.642857,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.787234,0.419672,0,?,?,?,0,1,0,0,?,?,?,?,0.848153,0.274544,0.13972,0.530094,0.858371,0.714074,0.799048,0.834855,0.44393,0.426804,0.504946,0.45711,0.173262,0.116002,0.234125,0.271851,0.889565,0.42391,0.566751,0.022804,0.001461,0.369545,0.596154,0.687283,0.129639,0.797131,0.805894,0.45342,0.886184,0.309392,0.560524,0.61845,0.638494,0.727288,0.228435,0.705992,0.028625,0.778932,0.671025,0.683285,0.781604,0.475288,0.891974,0.336082,0.942692,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,1,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.18663,0.198898,0.366119,0.684686,0.871325,0.990964,0.297579,0.961825,0.429202,0.928028,0.470619,0.873511,0.393883,0.34595,0.697546,0.535682,0.029781,0.505345,0.410255,0.816839,0.804878,0.316689,0.85129,0.946343,0.808749,0.528066,0.693961,0.224575,0.865941,0.012623,0.512035,0.075994,0.959045,0.586709,0.055633,0.276984,0.033824,0.427423,0.919839,0.124938,0.310512,0.639679,0.916186,0.593344,0.870898,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.12234,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.008564,0.047042,0.117886,0.925756,0.622454,0.938736,0.21183,0.347793,0.330902,0.256477,0.105225,0.157805,0.185066,0.580265,0.72636,0.914574,0.857775,0.971948,0.247018,0.887465,0.992347,0.722233,0.289482,0.790635,0.719541,0.020462,0.676487,0.893038,0.306351,0.977913,0.315254,0.214802,0.366191,0.768372,0.319471,0.025369,0.869563,0.57653,0.829514,0.457476,0.347644,0.565194,0.191399,0.743413,0.178275,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.852459,1,?,?,?,1,0,0,0,?,?,?,?,0.311399,0.186169,0.013934,0.046835,0.713881,0.562892,0.854416,0.649815,0.248753,0.046393,0.502509,0.357234,0.229317,0.354967,0.543848,0.675325,0.210705,0.470939,0.844729,0.266564,0.827902,0.614309,0.68209,0.163584,0.738959,0.215321,0.223966,0.548688,0.637832,0.413124,0.315582,0.73799,0.681176,0.292311,0.328012,0.240617,0.147076,0.097402,0.221836,0.83864,0.711033,0.037422,0.967496,0.552308,0.385706,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.669158,0.719375,0.057664,0.465044,0.188143,0.820167,0.07626,0.189088,0.800663,0.798567,0.809184,0.297459,0.483108,0.908281,0.345651,0.8297,0.742875,0.268279,0.454027,0.156896,0.360207,0.394577,0.668692,0.338717,0.955281,0.488039,0.445839,0.42758,0.054714,0.451451,0.072655,0.043266,0.438099,0.957738,0.9176,0.811825,0.49537,0.333559,0.856612,0.126876,0.119744,0.558682,0.300848,0.149405,0.298693,5
