@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute survival {0,1}

@data
0.460674,0,0,1,0,?,0,0,0.015412,0,0,1,0.925617,0.948573,0.392202,0.895907,0.546811,0.479119,0
0.461798,0,0,1,0,?,0,0,0.013387,0,1,0,0.373539,0.180374,0.678388,0.681833,0.018233,0.854062,0
0.462921,1,0,0,1,0.409399,0.125,0,0.175668,0,1,0,0.568631,0.769834,0.47429,0.001513,0.066032,0.131851,1
0.464045,0,1,0,0,?,0,0,0,0,0,1,0.068161,0.300129,0.470145,0.745517,0.344054,0.042542,0
0.465169,0,0,1,0,0.547625,0,0,0.015469,0,0,1,0.167041,0.95636,0.175763,0.552657,0.002906,0.215206,1
0.466292,0,0,1,1,?,0,0,0.015713,0,0,1,0.84635,0.41938,0.797977,0.525238,0.580437,0.562854,0
0.467416,0,1,0,1,0.421965,0.125,0.166667,0.063436,0,0,1,0.889861,0.366277,0.989344,0.710882,0.319441,0.008057,1
0.468539,0,1,0,1,0.22091,0,0.333333,0.025374,0,0,1,0.498398,0.659217,0.32685,0.483132,0.370976,0.129357,1
0.469663,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0.591114,0.699487,0.70411,0.724285,0.277457,0.281162,0
0.470787,0,0,1,1,0.120382,0,0.333333,0.047138,0,0,1,0.349687,0.422536,0.747737,0.894744,0.746995,0.537014,0
0.47191,0,0,1,0,?,0,0,0.015412,1,0,0,0.558264,0.752048,0.567196,0.074734,0.495181,0.761049,0
0.473034,0,0,1,0,0.258608,0,0,0.015094,0,1,0,0.899997,0.240133,0.395832,0.032069,0.667848,0.542343,0
0.474157,0,0,1,0,0.359135,0,0,0.015371,0,0,1,0.681177,0.054586,0.11656,0.433603,0.502838,0.183579,0
0.475281,0,0,1,1,0.346569,0.125,0.166667,0.028107,0,0,1,0.916395,0.37531,0.036028,0.842339,0.734369,0.455121,0
0.476404,0,0,1,0,0.22091,0.125,0.166667,0.039452,0,0,1,0.382398,0.807048,0.182347,0.975534,0.193682,0.178609,0
0.477528,0,0,1,0,?,0,0,0.014151,0,0,1,0.053438,0.265829,0.569525,0.424531,0.876743,0.645658,0
0.478652,0,1,0,1,0.346569,0.125,0,0.050749,0,0,1,0.29505,0.347316,0.371746,0.221846,0.806187,0.396138,1
0.479775,0,1,0,1,0.233476,0,0,0.050749,0,0,1,0.704236,0.81661,0.467227,0.087016,0.541649,0.450751,1
0.480899,0,0,1,0,?,0,0,0.015127,0,1,0,0.5389,0.185157,0.888401,0.175994,0.531104,0.921987,0
0.482022,0,0,1,0,0.396833,0,0,0.015713,0,0,1,0.134617,0.459888,0.006039,0.719943,0.345944,0.208523,1
0.483146,1,0,0,0,0.346569,0,0,0.051822,0,0,1,0.528165,0.895649,0.792287,0.073082,0.513882,0.137535,1
0.48427,0,0,1,1,?,0.125,0,0.031425,0,0,1,0.019988,0.771621,0.873487,0.634942,0.325265,0.368153,1
0.485393,0,1,0,1,0.522493,0.125,0,0.050749,0,0,1,0.546372,0.89771,0.77963,0.593732,0.918419,0.75321,1
0.486517,0,0,1,0,0.208344,0,0,0.013907,0,0,1,0.290609,0.273754,0.414052,0.912375,0.785824,0.80509,0
0.48764,1,0,0,0,0.623021,0.125,0,0.10911,0,0,1,0.844101,0.343506,0.254783,0.889701,0.832395,0.789382,0
0.488764,1,0,0,1,0.170646,0.125,0.333333,0.234224,0,0,1,0.695907,0.861515,0.717399,0.65285,0.3663,0.625647,1
0.489888,0,0,1,1,0.258608,0.25,0.333333,0.067096,0,0,1,0.754707,0.013499,0.87717,0.234436,0.127436,0.791022,0
0.491011,0,1,0,1,0.296306,0.25,0.5,0.036598,0,0,1,0.722085,0.073254,0.894152,0.354875,0.234108,0.866961,1
0.492135,1,0,0,0,0.798944,0.125,0.666667,0.513342,0,0,1,0.2811,0.249573,0.896225,0.546346,0.939119,0.543892,0
0.493258,0,1,0,0,0.384267,0,0,0.020495,0,0,1,0.439626,0.167373,0.24917,0.934514,0.376475,0.589101,0
0.494382,0,1,0,1,0.560191,0.125,0.166667,0.051237,0,0,1,0.78345,0.56512,0.435929,0.435883,0.202332,0.010283,1
0.495506,0,0,1,0,0.246042,0,0,0.018543,0,0,1,0.518487,0.686758,0.645238,0.665549,0.701613,0.915704,0
0.496629,0,0,1,0,0.308872,0.125,0,0.015176,0,0,1,0.793168,0.64616,0.457923,0.7996,0.666761,0.121207,0
0.497753,0,1,0,1,0.346569,0,0,0.025374,0,0,1,0.028608,0.875659,0.151892,0.550152,0.138924,0.607817,1
0.498876,0,0,1,0,?,0,0,0.015835,0,0,1,0.592786,0.001541,0.418295,0.325152,0.0253,0.449688,1
0.5,1,0,0,0,0.044986,0,0.333333,0.159777,0,0,1,0.742023,0.967306,0.09456,0.330234,0.11957,0.7527,1
0.501124,0,1,0,1,0.15808,0,0.166667,0.038061,0,0,1,0.034356,0.53292,0.638032,0.580812,0.214897,0.646216,1
0.502247,1,0,0,0,0.421965,0,0,0.051822,0,0,1,0.470231,0.982601,0.858502,0.518584,0.72983,0.115178,1
0.503371,0,0,1,1,0.057552,0.25,0.166667,0.03759,1,0,0,0.120758,0.776704,0.130763,0.641373,0.594914,0.84264,1
0.504494,1,0,0,0,0.648153,0,0,0.059532,0,0,1,0.506616,0.271069,0.26,0.466618,0.459608,0.633671,1
0.505618,0,1,0,0,0.447097,0.125,0.333333,0.054164,0,0,1,0.144806,0.520305,0.073788,0.449366,0.572281,0.024699,0
0.506742,0,0,1,0,?,0.125,0,0.038972,0,0,1,0.498607,0.584803,0.974033,0.592008,0.817032,0.446394,0
0.507865,1,0,0,0,0.371701,0,0,0.054164,1,0,0,0.670295,0.914025,0.269546,0.326372,0.325779,0.636124,0
0.508989,1,0,0,0,0.610455,0.125,0,0.17392,1,0,0,0.047869,0.00446,0.403183,0.464628,0.147506,0.705235,1
0.510112,0,0,1,0,?,0,0,0.015713,0,0,1,0.347161,0.087567,0.824525,0.233765,0.583502,0.408639,0
0.511236,0,0,1,0,0.359135,0,0,0.015412,1,0,0,0.029226,0.53345,0.486739,0.493231,0.781692,0.275698,1
0.51236,1,0,0,0,0.81151,0,0,0.051822,0,0,1,0.479651,0.636624,0.871281,0.535525,0.928093,0.612429,0
0.513483,1,0,0,1,?,0.125,0,0.101229,0,0,1,0.030152,0.642263,0.282023,0.467954,0.141791,0.230824,1
0.514607,0,1,0,1,0.623021,0,0,0.020495,0,0,1,0.411939,0.170183,0.476592,0.137864,0.843583,0.590559,1
0.51573,0,0,1,0,?,0,0,0.015127,0,1,0,0.442512,0.479449,0.701694,0.195186,0.65911,0.825331,0
0.516854,1,0,0,0,0.597889,0,0,0.051822,0,0,1,0.159858,0.403141,0.91492,0.971198,0.675682,0.578546,1
0.517978,0,0,1,0,0.421965,0,0,0.015713,0,0,1,0.586915,0.869114,0.561276,0.911539,0.298301,0.38332,0
0.519101,1,0,0,0,0.585323,0,0,0.075147,0,0,1,0.300449,0.041515,0.241239,0.839591,0.854116,0.416707,0
0.520225,0,1,0,0,0.597889,0,0,0.025374,0,0,1,0.817398,0.586827,0.080465,0.082607,0.14479,0.248654,0
0.521348,0,0,1,0,?,0,0,0.015713,0,0,1,0.93276,0.938967,0.570896,0.691094,0.121132,0.838116,0
0.522472,0,0,1,0,0.472229,0,0,0.013761,0,0,1,0.840292,0.746674,0.189717,0.579883,0.891776,0.63174,0
0.523596,0,1,0,0,?,0,0,0,0,0,1,0.543858,0.703578,0.66659,0.359506,0.124526,0.558958,0
0.524719,1,0,0,0,0.698417,0,0,0.051822,0,0,1,0.486008,0.441768,0.420434,0.085672,0.161845,0.839743,0
0.525843,0,0,1,0,?,0,0,0.015078,0,1,0,0.853258,0.102741,0.343662,0.793859,0.566584,0.410736,0
0.526966,0,0,1,1,0.004147,0.25,0.166667,0.03759,1,0,0,0.896127,0.058839,0.80252,0.900998,0.415597,0.999321,1
0.52809,0,0,1,0,?,0,0,0.014151,0,0,1,0.166997,0.251731,0.834772,0.726546,0.152055,0.235255,0
0.529213,0,0,1,0,0.472229,0,0,0.016908,0,0,1,0.530532,0.93459,0.057385,0.125487,0.735836,0.971809,0
0.530337,0,1,0,1,0.409399,0.125,0.333333,0.054164,0,0,1,0.449324,0.677967,0.603695,0.634293,0.84881,0.213498,1
0.531461,0,1,0,1,0.28374,0,0,0.02692,1,0,0,0.560483,0.237342,0.45744,0.440873,0.03075,0.720351,1
0.532584,0,0,1,1,0.271174,0,0,0.019202,0,0,1,0.215493,0.928169,0.165315,0.718281,0.464073,0.718441,0
0.533708,1,0,0,0,?,0,0,0.101497,0,0,1,0.093398,0.142047,0.024929,0.461237,0.173136,0.91677,0
0.534831,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0.463405,0.429571,0.255063,0.470502,0.247147,0.669578,0
0.535955,0,0,1,0,0.359135,0.125,0,0.013752,0,0,1,0.273745,0.520078,0.263391,0.813277,0.285117,0.073083,0
0.537079,0,0,1,0,0.271174,0,0,0.01468,0,0,1,0.19484,0.829019,0.195906,0.203052,0.156285,0.723328,0
0.538202,0,0,1,1,0.019854,0,0.166667,0.023984,0,0,1,0.621833,0.487266,0.354382,0.778853,0.788922,0.948342,1
0.539326,0,0,1,0,0.107816,0.625,0.333333,0.091543,0,0,1,0.628799,0.015264,0.534636,0.695345,0.572888,0.458745,0
0.540449,0,1,0,0,?,0,0,0,0,0,1,0.008414,0.244493,0.710011,0.469749,0.974188,0.416083,0
0.541573,0,0,1,0,0.623021,0,0,0.015713,0,0,1,0.979972,0.479922,0.961589,0.861314,0.610455,0.011847,0
0.542697,0,0,1,1,0.786378,0,0,0.018714,0,0,1,0.417905,0.704682,0.948671,0.111039,0.680877,0.380977,1
0.54382,1,0,0,0,0.308872,0.125,0,0.177775,1,0,0,0.664591,0.591544,0.189052,0.05451,0.748728,0.374611,1
0.544944,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.126664,0.4284,0.756811,0.084626,0.264278,0.705344,0
0.546067,1,0,0,1,0.434531,0.125,0,0.175668,0,0,1,0.00397,0.74492,0.843513,0.313529,0.325222,0.806113,1
0.547191,1,0,0,0,0.723549,0,0,0.057971,1,0,0,0.115132,0.387307,0.71387,0.928505,0.294701,0.447002,0
0.548315,0,0,1,0,0.371701,0,0,0.015713,0,0,1,0.922758,0.204185,0.52552,0.503571,0.436852,0.503477,0
0.549438,0,0,1,0,0.107816,0.125,0.166667,0.031035,0,0,1,0.443788,0.040542,0.9905,0.499939,0.449355,0.019529,1
0.550562,0,0,1,0,?,0.125,0,0.038972,0,0,1,0.78446,0.783504,0.008318,0.931968,0.043609,0.849267,0
0.551685,0,0,1,0,0.258608,0,0,0.014151,0,0,1,0.952771,0.143685,0.881962,0.992246,0.777528,0.164288,0
0.552809,1,0,0,0,0.685851,0,0,0.059532,0,0,1,0.371023,0.303046,0.082557,0.60636,0.524263,0.189623,0
0.553933,1,0,0,0,0.886906,0,0,0.096626,1,0,0,0.993596,0.613267,0.40908,0.445035,0.962573,0.870667,0
0.555056,0,0,1,0,0.258608,0,0,0.015713,0,0,1,0.096318,0.020654,0.809244,0.863749,0.610816,0.203917,0
0.55618,0,0,1,0,?,0,0,0.028221,1,0,0,0.968861,0.641865,0.708416,0.806711,0.36534,0.596812,0
0.557303,1,0,0,1,0.673285,0.125,0,0.152766,1,0,0,0.84506,0.971066,0.916751,0.627009,0.523941,0.50187,1
0.558427,0,0,1,0,?,0,0,0.029473,0,0,1,0.241878,0.099639,0.641304,0.495753,0.513582,0.327656,0
0.559551,1,0,0,1,0.308872,0.125,0.333333,0.295806,0,0,1,0.349276,0.344737,0.770074,0.042464,0.245897,0.128039,0
0.560674,0,0,1,0,0.296306,0,0,0.015216,0,0,1,0.483127,0.067741,0.978176,0.763705,0.300466,0.160441,0
0.561798,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0.753638,0.707262,0.751653,0.718001,0.200431,0.166274,0
0.562921,0,0,1,1,0.258608,0,0,0.015127,0,1,0,0.744017,0.127345,0.660092,0.988022,0.472748,0.229916,0
0.564045,0,0,1,1,?,0,0,0.014891,0,1,0,0.979008,0.998078,0.02299,0.215734,0.160908,0.618173,0
0.565169,0,0,1,1,0.459663,0,0,0.018714,0,0,1,0.490827,0.775111,0.003653,0.316878,0.02527,0.87629,0
0.566292,1,0,0,1,0.195778,0,0,0.168837,0,0,1,0.670306,0.853596,0.484873,0.856563,0.978451,0.17979,1
0.567416,1,0,0,0,0.22091,0.125,0,0.212559,1,0,0,0.492854,0.051734,0.298498,0.850692,0.87333,0.018535,0
0.568539,0,1,0,1,0.409399,0,0.333333,0.050749,0,0,1,0.910301,0.875076,0.321447,0.26604,0.711115,0.459762,1
0.569663,1,0,0,0,?,0,0,0.051822,0,0,1,0.838651,0.15478,0.048314,0.776626,0.648114,0.723989,1
0.570787,0,0,1,0,0.346569,0,0,0.043966,0,0,1,0.4952,0.005541,0.799493,0.431772,0.943108,0.569744,0
0.57191,0,0,1,0,0.321438,0,0,0.110272,0,0,1,0.452888,0.460334,0.126826,0.572468,0.652752,0.962251,1
0.573034,0,0,1,0,0.359135,0,0,0.015127,0,1,0,0.400906,0.192685,0.99914,0.352173,0.509876,0.874472,1
0.574157,0,0,1,0,?,0,0,0.015713,0,0,1,0.30375,0.000075,0.359468,0.565265,0.927699,0.497214,0
0.575281,1,0,0,0,0.447097,0,0,0.05131,0,0,1,0.12058,0.996198,0.875885,0.634682,0.490329,0.013967,1
0.576404,1,0,0,1,0.673285,0.125,0,0.115941,1,0,0,0.026909,0.031185,0.499474,0.767787,0.004031,0.805612,1
0.577528,0,0,1,0,0.296306,0,0,0.014631,0,0,1,0.824653,0.748123,0.496189,0.64864,0.191768,0.104349,0
0.578652,1,0,0,0,0.585323,0,0,0.066404,0,0,1,0.947001,0.89609,0.243831,0.022312,0.271858,0.813817,0
0.579775,0,1,0,1,0.421965,0,0,0.020495,0,0,1,0.783677,0.293798,0.450015,0.053848,0.936089,0.286423,1
0.580899,0,0,1,0,?,0,0,0.047138,0,1,0,0.451166,0.897343,0.830125,0.056463,0.95847,0.116663,0
0.582022,0,1,0,1,0.447097,0.125,0,0.050749,0,0,1,0.202436,0.228635,0.323601,0.710381,0.757562,0.522634,1
0.583146,0,0,1,0,0.396833,0,0,0.015412,0,0,1,0.361594,0.410027,0.869476,0.099719,0.496924,0.182905,0
0.58427,1,0,0,1,0.371701,0,0,0.1825,0,0,1,0.540462,0.902443,0.714349,0.128571,0.643036,0.743191,1
0.585393,0,0,1,0,0.271174,0,0,0.015412,0,0,1,0.365149,0.919887,0.403853,0.221973,0.570712,0.861501,0
0.586517,0,0,1,0,?,0,0,0.014102,1,0,0,0.539652,0.288171,0.587132,0.740132,0.684644,0.111111,0
0.58764,1,0,0,1,0.547625,0,0.166667,0.113168,1,0,0,0.688036,0.109959,0.72775,0.536909,0.343737,0.281203,1
0.588764,0,0,1,0,?,0,0,0.01411,1,0,0,0.543902,0.10593,0.807435,0.362216,0.473104,0.313623,0
0.589888,0,0,1,0,0.503644,0,0,0.015127,0,1,0,0.05209,0.521783,0.284753,0.8632,0.327236,0.983037,0
0.591011,0,1,0,1,0.623021,0,0,0.020495,0,0,1,0.278691,0.355811,0.441619,0.28578,0.236472,0.393803,1
0.592135,1,0,0,0,?,0,0,0.432884,0,0,1,0.516673,0.689377,0.938767,0.355446,0.99641,0.841055,0
0.593258,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0.060332,0.644487,0.888265,0.447939,0.624706,0.711544,0
0.594382,0,1,0,0,0.28374,0.25,0.166667,0.022447,0,0,1,0.096274,0.984939,0.127687,0.004493,0.649403,0.011318,0
0.595506,0,1,0,1,0.019854,0.125,0.166667,0.050749,0,0,1,0.425071,0.390779,0.096893,0.145059,0.654656,0.166872,1
0.596629,0,0,1,0,?,0,0,0.01411,1,0,0,0.048811,0.724844,0.834053,0.763195,0.099921,0.8024,0
0.597753,0,0,1,0,0.208344,0.125,0.166667,0.01411,1,0,0,0.407508,0.164284,0.041515,0.709182,0.163108,0.831325,0
0.598876,0,0,1,1,?,0,0.333333,0.04364,1,0,0,0.453249,0.362802,0.952733,0.37889,0.612132,0.982746,1
0.6,0,0,1,1,0.371701,0,0,0.016908,0,0,1,0.155814,0.048909,0.246362,0.504918,0.167268,0.614578,0
0.601124,0,1,0,1,0.082684,0,0.333333,0.051237,0,0,1,0.137542,0.84412,0.499947,0.80781,0.022656,0.631072,1
0.602247,1,0,0,0,0.560191,0,0,0.051822,0,0,1,0.247949,0.029549,0.509737,0.507265,0.802571,0.543666,0
0.603371,1,0,0,1,0.371701,0,0,0.207728,1,0,0,0.179037,0.41084,0.190938,0.349329,0.249318,0.195538,1
0.604494,0,0,1,0,?,0,0,0.028302,0,0,1,0.968653,0.975376,0.039351,0.592921,0.996968,0.651112,0
0.605618,1,0,0,1,0.271174,0,0.333333,0.096618,1,0,0,0.07936,0.332081,0.215358,0.369394,0.359966,0.955758,1
0.606742,1,0,0,1,0.447097,0,0.333333,0.138583,0,0,1,0.921158,0.837139,0.998623,0.518417,0.748853,0.35596,1
0.607865,0,0,1,1,0.107816,0.5,0.333333,0.061045,0,0,1,0.314434,0.187245,0.559966,0.682715,0.067061,0.578776,0
0.608989,0,0,1,1,0.132948,0.5,0.333333,0.061045,0,0,1,0.680665,0.188565,0.968302,0.368013,0.802535,0.578176,0
0.610112,0,1,0,0,0.396833,0.125,0,0.050749,0,0,1,0.277667,0.451801,0.96745,0.332173,0.924848,0.92597,1
0.611236,1,0,0,0,0.623021,0.125,0,0.207728,1,0,0,0.748314,0.223411,0.051416,0.032611,0.660678,0.652043,0
0.61236,1,0,0,0,0.798944,0,0,0.050749,0,0,1,0.670488,0.226215,0.578236,0.641669,0.635826,0.702385,0
0.613483,0,1,0,1,0.233476,0.125,0,0.050749,0,0,1,0.834925,0.769901,0.29192,0.027991,0.237408,0.398142,1
0.614607,0,1,0,0,?,0,0,0.027058,1,0,0,0.149257,0.008114,0.478876,0.02503,0.721852,0.943368,1
0.61573,0,0,1,0,0.409399,0.125,0.166667,0.040062,0,0,1,0.493038,0.803229,0.738564,0.67652,0.038745,0.476214,0
0.616854,0,1,0,0,0.09525,0.125,0.166667,0.071731,0,0,1,0.511268,0.436145,0.776136,0.108808,0.382607,0.705385,1
0.617978,1,0,0,0,0.208344,0,0.333333,0.21643,1,0,0,0.323772,0.324501,0.865366,0.361038,0.558828,0.372622,1
0.619101,0,1,0,0,0.334004,0,0,0.050749,0,0,1,0.894877,0.931019,0.430133,0.270749,0.65028,0.668779,0
0.620225,0,0,1,0,?,0,0,0.015282,0,1,0,0.41181,0.330959,0.158725,0.212955,0.600887,0.076335,0
0.621348,0,0,1,0,0.271174,0,0,0.014102,1,0,0,0.37999,0.125076,0.912923,0.708405,0.954201,0.66976,1
0.622472,0,0,1,1,0.271174,0,0,0.015176,0,0,1,0.287285,0.927472,0.498586,0.218654,0.471158,0.666317,1
0.623596,1,0,0,0,0.773813,0,0,0.051822,0,0,1,0.004957,0.906264,0.810644,0.633798,0.932804,0.45725,0
0.624719,1,0,0,1,0.597889,0.125,0,0.077294,1,0,0,0.577648,0.423293,0.497194,0.319126,0.451974,0.670874,1
0.625843,1,0,0,0,?,0,0,0.444099,1,0,0,0.564621,0.805751,0.757886,0.140263,0.772677,0.217289,0
0.626966,1,0,0,1,0.484795,0.125,0.166667,0.155466,0,0,1,0.595558,0.520716,0.213871,0.637326,0.637007,0.16597,1
0.62809,0,0,1,1,0.447097,0.125,0,0.033963,0,0,1,0.621598,0.330455,0.582156,0.706508,0.515569,0.623495,1
0.629213,0,0,1,0,?,0,0,0.015127,0,1,0,0.410631,0.433746,0.637867,0.49606,0.107139,0.154732,0
0.630337,0,0,1,0,0.497361,0,0,0.015412,0,0,1,0.94903,0.68261,0.244375,0.190659,0.654147,0.356687,0
0.631461,0,1,0,0,0.346569,0,0,0.02635,0,0,1,0.47337,0.975082,0.02374,0.386287,0.539719,0.814271,0
0.632584,0,0,1,0,?,0,0,0.015713,0,0,1,0.12792,0.118028,0.088046,0.523484,0.935891,0.190058,0
0.633708,0,0,1,1,?,0,0,0.015713,0,0,1,0.598865,0.318662,0.574821,0.511537,0.676938,0.708693,0
0.634831,0,0,1,0,0.296306,0.25,0,0.047138,0,0,1,0.245802,0.97308,0.055287,0.135185,0.611916,0.858384,0
0.635955,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0.075849,0.282697,0.100245,0.968711,0.630846,0.048564,0
0.637079,0,0,1,1,0.359135,0,0.666667,0.041136,0,0,1,0.585863,0.137439,0.892138,0.444098,0.403642,0.020555,0
0.638202,0,0,1,0,?,0,0,0.01411,1,0,0,0.843485,0.584593,0.119613,0.028871,0.773023,0.527342,0
0.639326,0,0,1,0,0.396833,0,0,0.01533,0,0,1,0.856796,0.465498,0.948605,0.498346,0.215115,0.684306,1
0.640449,0,1,0,0,0.773813,0,0,0.020495,0,0,1,0.07371,0.594336,0.456784,0.353666,0.946174,0.184189,1
0.641573,1,0,0,1,0.660719,0.25,0,0.100481,0,0,1,0.893519,0.303905,0.980612,0.092901,0.092406,0.490325,1
0.642697,1,0,0,0,0.447097,0,0,0.051505,0,0,1,0.111288,0.656867,0.650383,0.323888,0.942936,0.130299,1
0.64382,0,0,1,1,?,0,0,0.015127,0,1,0,0.857537,0.966006,0.381581,0.384756,0.123913,0.249993,1
0.644944,0,0,1,0,0.195778,0,0,0.015713,0,0,1,0.556674,0.066666,0.513524,0.966205,0.623928,0.832317,0
0.646067,0,0,1,0,0.233476,0,0,0.028302,0,0,1,0.783115,0.606043,0.510603,0.197804,0.886512,0.096844,0
0.647191,0,1,0,1,0.421965,0,0,0.025374,0,0,1,0.328583,0.259216,0.898868,0.242448,0.692606,0.971608,1
0.648315,1,0,0,1,0.484795,0.125,0,0.10911,0,0,1,0.851551,0.536773,0.242154,0.846759,0.672391,0.546385,1
0.649438,0,0,1,1,?,0.125,0,0.028221,1,0,0,0.813657,0.734208,0.167521,0.712901,0.008713,0.692105,0
0.650562,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0.030721,0.593757,0.539098,0.415865,0.080031,0.662238,1
0.651685,0,1,0,1,0.308872,0.125,0.166667,0.058556,0,0,1,0.699868,0.644287,0.021405,0.800843,0.405148,0.312127,1
0.652809,1,0,0,1,0.484795,0.125,0.166667,0.21643,1,0,0,0.690721,0.677877,0.746208,0.003349,0.620184,0.398651,1
0.653933,0,1,0,0,0.673285,0,0,0.050749,0,0,1,0.798326,0.870861,0.238633,0.070198,0.274819,0.307032,0
0.655056,1,0,0,0,0.447097,0,0,0.078319,1,0,0,0.498779,0.104706,0.415695,0.486535,0.77383,0.03024,0
0.65618,0,0,1,0,?,0,0,0.017006,1,0,0,0.084906,0.764891,0.450026,0.081428,0.714559,0.56976,0
0.657303,1,0,0,1,0.22091,0,0.333333,0.155466,0,0,1,0.307772,0.855198,0.809249,0.875197,0.443973,0.389368,1
0.658427,0,1,0,0,0.585323,0,0,0.029278,0,0,1,0.338603,0.555838,0.412323,0.512908,0.752453,0.625242,0
0.659551,1,0,0,0,0.748681,0.125,0.166667,0.154588,1,0,0,0.882559,0.256703,0.77285,0.302198,0.966781,0.409942,1
0.660674,0,0,1,0,0.271174,0,0,0.015713,0,0,1,0.117815,0.725829,0.269741,0.325821,0.142898,0.612383,0
0.661798,0,0,1,0,?,0,0,0.015713,0,0,1,0.156961,0.026662,0.45111,0.150662,0.789935,0.22342,0
0.662921,0,0,1,0,0.434531,0,0,0.013907,0,0,1,0.398728,0.408844,0.050443,0.810196,0.390522,0.453752,0
0.664045,1,0,0,1,0.648153,0.125,0,0.152766,1,0,0,0.281619,0.983392,0.297183,0.735849,0.587218,0.768678,1
0.665169,0,0,1,0,0.585323,0,0,0.014151,0,0,1,0.001753,0.106142,0.118096,0.378015,0.059555,0.708295,0
0.666292,0,0,1,1,?,0,0.333333,0.015127,0,1,0,0.009086,0.069183,0.042259,0.347611,0.958225,0.561953,0
0.667416,0,1,0,0,0.459663,0.125,0,0.050749,0,0,1,0.952469,0.709357,0.491088,0.96641,0.039532,0.146367,0
0.668539,0,0,1,0,0.447097,0.125,0.166667,0.047138,0,0,1,0.967379,0.640537,0.715445,0.315765,0.960729,0.92638,0
0.669663,0,1,0,1,?,0,0,0.064412,0,0,1,0.16279,0.991628,0.8531,0.879755,0.271191,0.099046,1
0.670787,0,0,1,0,0.610455,0,0,0,0,0,1,0.096891,0.258638,0.450324,0.085888,0.540608,0.602727,0
0.67191,0,0,1,0,?,0,0,0.014102,1,0,0,0.276061,0.36484,0.708622,0.834083,0.488217,0.115135,0
0.673034,1,0,0,0,0.610455,0.125,0,0.111118,1,0,0,0.967884,0.460278,0.678746,0.086998,0.460388,0.25376,1
0.674157,0,1,0,1,0.296306,0.25,0.166667,0.0527,0,0,1,0.196575,0.807466,0.485622,0.870507,0.800952,0.409488,1
0.675281,0,0,1,0,?,0,0,0.015412,0,0,1,0.856973,0.205233,0.395418,0.435295,0.582311,0.934207,0
0.676404,1,0,0,0,?,0,0,0.082759,0,0,1,0.719488,0.44274,0.454968,0.676467,0.437488,0.005195,0
0.677528,0,0,1,0,0.547625,0,0,0.015713,0,0,1,0.340871,0.880686,0.478619,0.249543,0.335511,0.126655,0
0.678652,1,0,0,0,0.434531,0,0,0.051822,1,0,0,0.791375,0.290794,0.122343,0.694384,0.665542,0.359888,1
0.679775,0,0,1,0,0.447097,0.125,0,0.030352,0,0,1,0.764276,0.896593,0.572852,0.553912,0.889209,0.440747,0
0.680899,0,0,1,0,0.371701,0,0,0.015412,0,0,1,0.264683,0.231111,0.25325,0.206924,0.84528,0.622867,0
0.682022,1,0,0,0,0.334004,0,0,0.059532,0,0,1,0.256219,0.027973,0.778539,0.413018,0.965036,0.538881,1
0.683146,0,1,0,1,0.271174,0.125,0.333333,0.081157,1,0,0,0.561087,0.193088,0.915368,0.36635,0.708758,0.49494,1
0.68427,1,0,0,1,0.497361,0,0,0.299539,0,0,1,0.005265,0.75092,0.351842,0.0816,0.351417,0.2862,1
0.685393,0,0,1,1,0.484795,0.125,0.833333,0.061045,0,0,1,0.429256,0.042699,0.864887,0.882541,0.325919,0.956809,0
0.686517,0,0,1,0,?,0,0,0.013761,0,0,1,0.258878,0.878692,0.794468,0.557714,0.031616,0.525936,0
0.68764,0,0,1,1,?,0.125,0,0.030254,0,1,0,0.971825,0.552177,0.264574,0.80007,0.800075,0.894541,1
0.688764,0,0,1,0,?,0,0,0.015127,0,1,0,0.985889,0.832574,0.108805,0.003546,0.404413,0.253304,0
0.689888,0,0,1,0,0.434531,0,0,0.015713,0,0,1,0.324328,0.227357,0.101229,0.47929,0.537576,0.882106,0
0.691011,0,1,0,1,0.296306,0.125,0.333333,0.126872,0,0,1,0.333376,0.879271,0.608035,0.041837,0.362524,0.301901,1
0.692135,0,0,1,0,0.421965,0.125,0.166667,0.028107,0,0,1,0.795658,0.623747,0.768804,0.549724,0.956873,0.081148,0
0.693258,0,0,1,1,0.321438,0.125,0,0.031425,0,0,1,0.920407,0.632399,0.503815,0.948676,0.998746,0.966183,0
