@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute survival {0,1}

@data
0.668539,0,0,1,0,0.447097,0.125,0.166667,0.047138,0,0,1,0.726728,0.298178,0
0.669663,0,1,0,1,?,0,0,0.064412,0,0,1,0.448475,0.125959,1
0.670787,0,0,1,0,0.610455,0,0,0,0,0,1,0.180985,0.820384,0
0.67191,0,0,1,0,?,0,0,0.014102,1,0,0,0.453875,0.645829,0
0.673034,1,0,0,0,0.610455,0.125,0,0.111118,1,0,0,0.64968,0.594599,1
0.674157,0,1,0,1,0.296306,0.25,0.166667,0.0527,0,0,1,0.767092,0.138833,1
0.675281,0,0,1,0,?,0,0,0.015412,0,0,1,0.796365,0.141081,0
0.676404,1,0,0,0,?,0,0,0.082759,0,0,1,0.991784,0.65858,0
0.677528,0,0,1,0,0.547625,0,0,0.015713,0,0,1,0.763823,0.363999,0
0.678652,1,0,0,0,0.434531,0,0,0.051822,1,0,0,0.757008,0.944402,1
0.679775,0,0,1,0,0.447097,0.125,0,0.030352,0,0,1,0.089517,0.346171,0
0.680899,0,0,1,0,0.371701,0,0,0.015412,0,0,1,0.196587,0.525495,0
0.682022,1,0,0,0,0.334004,0,0,0.059532,0,0,1,0.30917,0.314042,1
0.683146,0,1,0,1,0.271174,0.125,0.333333,0.081157,1,0,0,0.207514,0.692522,1
0.68427,1,0,0,1,0.497361,0,0,0.299539,0,0,1,0.490076,0.709578,1
0.685393,0,0,1,1,0.484795,0.125,0.833333,0.061045,0,0,1,0.493142,0.221107,0
0.686517,0,0,1,0,?,0,0,0.013761,0,0,1,0.065649,0.74032,0
0.68764,0,0,1,1,?,0.125,0,0.030254,0,1,0,0.354953,0.869341,1
0.688764,0,0,1,0,?,0,0,0.015127,0,1,0,0.378813,0.869667,0
0.689888,0,0,1,0,0.434531,0,0,0.015713,0,0,1,0.560921,0.965369,0
0.691011,0,1,0,1,0.296306,0.125,0.333333,0.126872,0,0,1,0.284264,0.456529,1
0.692135,0,0,1,0,0.421965,0.125,0.166667,0.028107,0,0,1,0.389033,0.85134,0
0.693258,0,0,1,1,0.321438,0.125,0,0.031425,0,0,1,0.008211,0.156792,0
0.694382,0,1,0,1,0.044986,0.25,0.166667,0.076123,0,0,1,0.121241,0.556404,1
0.695506,0,1,0,0,0.321438,0,0,0.020495,0,0,1,0.219153,0.758648,0
0.696629,0,0,1,0,0.334004,0.125,0,0.028213,1,0,0,0.846172,0.834187,0
0.697753,1,0,0,0,0.522493,0.125,0,0.102579,0,0,1,0.924319,0.839609,1
0.698876,0,0,1,0,0.246042,0.125,0.166667,0.030726,1,0,0,0.418154,0.619087,1
0.7,0,0,1,0,0.258608,0,0,0.01533,0,0,1,0.373817,0.005146,0
0.701124,0,0,1,0,0.258608,0,0,0.031425,0,0,1,0.815631,0.030933,0
0.702247,1,0,0,0,0.761247,0,0,0.063086,0,0,1,0.628175,0.497182,0
0.703371,0,1,0,0,0.710983,0,0,0.024106,0,1,0,0.94379,0.289004,0
0.704494,1,0,0,1,0.258608,0,0,0.152164,0,0,1,0.824799,0.645243,1
0.705618,0,0,1,0,0.321438,0,0,0.015412,0,0,1,0.134254,0.284099,0
0.706742,0,0,1,0,?,0,0,0.015094,0,1,0,0.465067,0.973911,0
0.707865,1,0,0,0,1,0,0,0.058556,0,0,1,0.208921,0.101286,1
0.708989,0,0,1,0,0.635587,0,0,0.013769,0,0,1,0.236101,0.777263,0
0.710112,1,0,0,0,0.396833,0,0,0.059532,1,0,0,0.99556,0.48616,1
0.711236,1,0,0,0,?,0,0,0,0,0,1,0.979928,0.624323,0
0.71236,0,0,1,1,0.107816,0.375,0.333333,0.054457,0,0,1,0.609531,0.103886,0
0.713483,0,1,0,1,0.346569,0,0,0.025374,0,0,1,0.42762,0.569117,1
0.714607,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0.648987,0.452986,0
0.71573,0,1,0,0,0.384267,0.125,0.166667,0.051237,0,0,1,0.227124,0.804742,0
0.716854,0,0,1,1,0.509927,0,0.833333,0.077465,0,0,1,0.69019,0.464806,0
0.717978,0,0,1,0,?,0.125,0,0.031425,0,0,1,0.610875,0.122925,0
0.719101,0,0,1,0,0.246042,0,0,0.01533,0,0,1,0.115077,0.144742,0
0.720225,1,0,0,1,0.296306,0,0,0.135265,1,0,0,0.772945,0.818879,1
0.721348,0,0,1,1,0.019854,0.375,0.333333,0.054457,0,0,1,0.354977,0.092813,0
0.722472,0,0,1,0,?,0,0,0.110272,0,0,1,0.655318,0.615829,1
0.723596,0,0,1,1,0.004147,0.25,0.166667,0.03759,1,0,0,0.092355,0.378802,1
0.724719,1,0,0,0,0.597889,0.125,0,0.149765,1,0,0,0.379059,0.77438,1
0.725843,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0.826775,0.041179,0
0.726966,1,0,0,0,0.698417,0,0,0.069291,1,0,0,0.9985,0.799026,1
0.72809,0,0,1,0,?,0,0,0.014737,0,0,1,0.481716,0.429193,0
0.729213,0,0,1,1,0.28374,0,0,0.014737,0,0,1,0.605209,0.057342,1
0.730337,0,0,1,0,?,0,0,0.015412,0,0,1,0.405689,0.713964,0
0.731461,0,1,0,1,0.22091,0,0.166667,0.044893,0,0,1,0.063383,0.18704,1
0.732584,0,0,1,0,0.258608,0,0,0.016461,0,0,1,0.204075,0.157111,0
0.733708,0,0,1,1,?,0,0,0.015282,0,1,0,0.819456,0.381851,1
0.734831,0,0,1,1,0.22091,0,0,0.013175,0,1,0,0.327378,0.144393,0
0.735955,0,1,0,0,0.296306,0.25,0,0.143462,0,0,1,0.296072,0.519274,0
0.737079,0,0,1,0,?,0,0,0.015412,0,0,1,0.237082,0.56703,0
0.738202,0,0,1,1,0.396833,0.125,0.166667,0.030254,0,1,0,0.354225,0.621561,0
0.739326,0,1,0,0,0.28374,0,0,0.025374,0,0,1,0.272087,0.864835,0
0.740449,1,0,0,0,0.723549,0,0.333333,0.221098,1,0,0,0.187249,0.325872,0
0.741573,1,0,0,0,0.623021,0.25,0,0.260867,0,0,1,0.046662,0.932944,1
0.742697,0,0,1,0,0.497361,0,0,0.014102,1,0,0,0.796448,0.880345,0
0.74382,1,0,0,0,0.585323,0,0,0.049943,0,0,1,0.325156,0.137936,0
0.744944,0,0,1,0,0.447097,0,0,0.014631,0,0,1,0.890595,0.679922,0
0.746067,0,0,1,0,0.246042,0.125,0,0.015469,0,0,1,0.839185,0.889266,1
0.747191,0,1,0,0,0.396833,0.25,0,0.143462,0,0,1,0.650082,0.509055,0
0.748315,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0.439784,0.568427,0
0.749438,0,0,1,0,?,0,0,0.015176,0,0,1,0.301477,0.468029,0
0.750562,0,0,1,0,0.535059,0,0,0.015713,0,0,1,0.310023,0.130927,0
0.751685,1,0,0,1,?,0.125,0,0.101497,0,0,1,0.859286,0.025417,1
0.752809,0,1,0,1,0.497361,0.125,0.166667,0.076123,0,0,1,0.702833,0.36513,1
0.753933,1,0,0,0,0.384267,0.125,0,0.101497,0,0,1,0.709182,0.761291,0
0.755056,0,1,0,0,0.87434,0,0,0.020495,0,0,1,0.814299,0.617184,0
0.75618,0,1,0,0,0.384267,0,0,0.025374,0,0,1,0.930532,0.144097,1
0.757303,0,1,0,0,?,0,0,0,0,0,1,0.954456,0.772719,0
0.758427,0,0,1,0,0.22091,0,0,0.015176,0,0,1,0.385978,0.118711,0
0.759551,0,0,1,0,0.302589,0,0,0.015713,0,0,1,0.135586,0.423699,0
0.760674,0,0,1,1,0.22091,0,0,0.01921,0,0,1,0.641938,0.373966,1
0.761798,0,0,1,1,0.535059,0.125,1,0.091543,0,0,1,0.562325,0.442735,0
0.762921,1,0,0,0,0.447097,0,0.166667,1,1,0,0,0.726288,0.905071,1
0.764045,0,0,1,1,?,0,0,0.015883,0,1,0,0.278357,0.637389,0
0.765169,1,0,0,0,0.334004,0,0,0.149765,1,0,0,0.578105,0.889592,1
0.766292,0,0,1,0,0.246042,0,0,0.018006,0,0,1,0.401244,0.763415,0
0.767416,0,0,1,0,0.170646,0.625,0.333333,0.091543,0,0,1,0.799254,0.955305,0
0.768539,0,1,0,0,0.748681,0.125,0.166667,0.076123,0,0,1,0.959956,0.938606,0
0.769663,0,1,0,0,0.308872,0.125,0.333333,0.081157,1,0,0,0.978723,0.634,0
0.770787,0,0,1,0,0.170646,0.5,0.166667,0.077465,0,0,1,0.338918,0.417844,0
0.77191,0,0,1,0,0.233476,0,0,0.019852,0,0,1,0.427973,0.167402,0
0.773034,0,0,1,0,0.22091,0,0,0.015216,0,0,1,0.727874,0.765151,0
0.774157,1,0,0,1,0.183212,0,0.166667,0.412503,0,0,1,0.639258,0.859722,1
0.775281,1,0,0,0,0.384267,0.125,0,0.111257,0,0,1,0.778684,0.689977,1
0.776404,0,0,1,1,0.044986,0,0.166667,0.026188,1,0,0,0.158685,0.85586,1
0.777528,0,0,1,0,?,0,0,0.110272,0,0,1,0.87811,0.20268,1
0.778652,0,0,1,0,0.308872,0,0,0.014102,1,0,0,0.851969,0.565175,0
0.779775,1,0,0,0,0.748681,0,0,0.051822,0,0,1,0.059954,0.288054,0
0.780899,0,1,0,0,0.648153,0,0,0.02635,0,0,1,0.733199,0.947741,0
0.782022,0,0,1,0,0.547625,0,0,0.015713,0,0,1,0.600402,0.996014,0
0.783146,0,0,1,1,?,0,0,0.015094,0,1,0,0.625555,0.533387,1
0.78427,1,0,0,0,0.610455,0.125,0.166667,0.21643,1,0,0,0.767173,0.704937,0
0.785393,0,0,1,0,0.522493,0,0,0.014932,0,0,1,0.927833,0.353337,0
0.786517,1,0,0,1,0.22091,0.125,0,0.444099,1,0,0,0.026109,0.325892,1
0.78764,1,0,0,0,0.434531,0,0,0.05131,0,0,1,0.671712,0.930123,1
0.788764,0,0,1,1,0.22091,0,0.166667,0.028213,1,0,0,0.248068,0.384916,0
0.789888,0,0,1,0,0.308872,0,0,0.015111,0,1,0,0.872152,0.0935,0
0.791011,0,0,1,0,0.321438,0.125,0,0.01533,0,0,1,0.104517,0.2457,0
0.792135,0,1,0,0,0.484795,0,0,0.050749,0,0,1,0.896871,0.668416,0
0.793258,0,1,0,1,0.560191,0,0,0.02635,0,0,1,0.891961,0.21649,1
0.794382,1,0,0,0,0.522493,0,0,0.05131,0,0,1,0.210787,0.015646,1
0.795506,1,0,0,1,0.271174,0,0,0.295806,0,0,1,0.48336,0.922698,1
0.796629,0,0,1,0,?,0.125,0.166667,0.029758,1,0,0,0.387415,0.996557,1
0.797753,1,0,0,1,0.296306,0,0,0.096626,1,0,0,0.968944,0.120676,1
0.798876,1,0,0,0,?,0,0,0.051822,0,0,1,0.721606,0.18048,0
0.8,1,0,0,0,0.597889,0.125,0,0.101497,0,0,1,0.819337,0.078289,1
0.801124,0,0,1,0,0.359135,0,0,0.01851,0,0,1,0.126635,0.016563,0
0.802247,0,1,0,0,0.648153,0,0,0.025374,0,0,1,0.080677,0.754371,0
0.803371,0,0,1,0,0.233476,0,0,0.014932,0,0,1,0.253538,0.251466,0
0.804494,1,0,0,1,0.472229,0,0,0.444099,1,0,0,0.194394,0.271853,1
0.805618,0,1,0,1,0.334004,0,0,0.020495,0,0,1,0.931729,0.090156,1
0.806742,0,0,1,0,?,0,0,0.030254,0,1,0,0.523607,0.598287,0
0.807865,0,0,1,0,0.409399,0,0,0.015176,0,0,1,0.097307,0.469073,0
0.808989,0,1,0,1,0.070118,0,0.166667,0.064412,0,0,1,0.563571,0.922678,1
0.810112,0,0,1,0,0.208344,0.125,0,0.013769,0,0,1,0.349103,0.339288,0
0.811236,0,1,0,0,0.421965,0,0,0.025374,0,0,1,0.115385,0.949011,0
0.81236,0,1,0,0,0.623021,0,0,0.025374,0,0,1,0.152381,0.041836,0
0.813483,1,0,0,0,0.334004,0.125,0,0.103644,0,0,1,0.410179,0.214519,1
0.814607,0,0,1,0,0.246042,0,0,0.016908,0,0,1,0.496277,0.698236,0
0.81573,0,1,0,1,0.371701,0.375,0,0.040989,0,0,1,0.285248,0.584704,1
0.816854,0,0,1,1,?,0,0,0.015103,0,1,0,0.503395,0.036251,1
0.817978,0,1,0,0,0.308872,0.125,0,0.050749,0,0,1,0.034099,0.277323,0
0.819101,0,0,1,1,0.308872,0.125,0,0.015469,0,0,1,0.088658,0.224312,0
0.820225,1,0,0,1,0.359135,0,0,0.412503,0,0,1,0.479175,0.123975,1
0.821348,0,0,1,0,0.132948,0,0,0.036671,1,0,0,0.269352,0.097543,0
0.822472,0,1,0,0,?,0,0,0,0,0,1,0.148973,0.290642,0
0.823596,0,1,0,0,0.28374,0,0,0.025374,0,0,1,0.139475,0.624198,0
0.824719,0,1,0,0,0.28374,0,0,0.025374,0,0,1,0.180572,0.347467,0
0.825843,0,0,1,0,0.352852,0,0,0.031425,0,0,1,0.838856,0.583339,0
0.826966,0,0,1,1,0.597889,0.125,0.5,0.067096,0,0,1,0.714084,0.403266,0
0.82809,1,0,0,0,0.434531,0,0,1,1,0,0,0.071148,0.20296,1
0.829213,0,0,1,0,?,0,0,0.015412,0,0,1,0.097281,0.00168,0
0.830337,0,0,1,0,?,0,0,0.015412,0,0,1,0.854693,0.942274,0
0.831461,1,0,0,0,?,0,0,0.058556,0,0,1,0.176692,0.61362,1
0.832584,1,0,0,0,0.447097,0.125,0,0.153905,0,0,1,0.226381,0.692756,0
0.833708,1,0,0,1,0.258608,0.25,0.333333,0.512122,1,0,0,0.31569,0.85456,1
0.834831,0,0,1,0,0.296306,0.125,0,0.031425,0,0,1,0.561003,0.419562,0
0.835955,0,0,1,0,0.384267,0,0,0.015469,0,0,1,0.550614,0.005437,1
0.837079,1,0,0,0,0.87434,0.125,0.166667,0.138583,0,0,1,0.017249,0.66828,0
0.838202,0,0,1,0,0.195778,0.125,0.166667,0.039525,0,0,1,0.47273,0.022396,0
0.839326,0,1,0,1,0.371701,0,0,0.025374,0,0,1,0.376355,0.421562,1
0.840449,1,0,0,0,0.233476,0.125,0,0.103644,0,0,1,0.006827,0.983251,0
0.841573,0,0,1,0,0.384267,0,0,0.015127,0,1,0,0.200575,0.505957,0
0.842697,0,1,0,1,0.044986,0.125,0.166667,0.044893,0,0,1,0.24653,0.837546,1
0.84382,0,0,1,0,0.070118,0,0.166667,0.02435,0,0,1,0.805991,0.121379,1
0.844944,0,0,1,0,0.409399,0,0,0.018543,0,0,1,0.901878,0.402241,0
0.846067,0,0,1,0,0.28374,0,0,0.015412,0,0,1,0.017861,0.093948,0
0.847191,0,1,0,1,0.597889,0.125,0.333333,0.126872,0,0,1,0.716525,0.776526,1
0.848315,0,1,0,0,0.003141,0.125,0.166667,0.028302,0,0,1,0.056523,0.13751,1
0.849438,0,0,1,0,0.346569,0,0,0.015216,0,0,1,0.419878,0.736952,0
0.850562,0,1,0,0,0.22091,0,0,0.022447,0,0,1,0.188072,0.749965,0
0.851685,0,0,1,0,0.421965,0,0,0.015713,0,0,1,0.393786,0.217997,0
0.852809,1,0,0,1,0.409399,0,0,0.168837,0,0,1,0.966363,0.367598,1
0.853933,0,0,1,0,?,0,0,0.028302,0,0,1,0.253868,0.683425,0
0.855056,0,0,1,0,0.509927,0,0,0.013907,0,0,1,0.991538,0.05395,0
0.85618,0,0,1,0,0.246042,0,0,0.01411,1,0,0,0.972359,0.050174,1
0.857303,1,0,0,1,0.447097,0.125,0.333333,0.234224,0,0,1,0.115176,0.309292,1
0.858427,0,0,1,0,0.195778,0,0,0.015176,0,0,1,0.002327,0.839274,0
0.859551,1,0,0,1,0.635587,0.125,0,0.152164,0,0,1,0.933268,0.552639,1
0.860674,1,0,0,0,?,0,0,0.077294,1,0,0,0.102398,0.397194,0
0.861798,0,0,1,1,0.377984,0,0,0.015127,0,1,0,0.225624,0.450269,0
0.862921,0,0,1,0,?,0.125,0,0.047138,0,1,0,0.206619,0.356228,0
0.864045,0,0,1,0,0.396833,0,0,0.016323,0,0,1,0.723947,0.543046,0
0.865169,0,0,1,0,0.296306,0,0,0.018543,0,0,1,0.73586,0.98398,0
0.866292,0,0,1,0,0.597889,0,0,0.01533,0,0,1,0.220686,0.559438,0
0.867416,0,1,0,1,0.710983,0,0,0.020495,0,0,1,0.205142,0.709689,0
0.868539,0,0,1,0,?,0,0,0.014102,1,0,0,0.56691,0.391893,0
0.869663,0,1,0,1,0.673285,0.125,0.5,0.044893,0,0,1,0.845562,0.90911,1
0.870787,0,0,1,0,0.22091,0,0,0.015127,0,0,1,0.54985,0.961359,0
0.87191,0,0,1,0,?,0,0,0.015127,0,1,0,0.229976,0.979811,0
0.873034,0,0,1,1,0.057552,0,0,0.02435,0,0,1,0.989357,0.098022,1
0.874157,0,0,1,0,?,0,0,0.015103,0,1,0,0.568363,0.845253,0
0.875281,1,0,0,1,0.535059,0,0.166667,0.412503,0,0,1,0.647432,0.125906,1
0.876404,0,0,1,1,0.15808,0,0,0.01411,1,0,0,0.421805,0.288661,1
0.877528,1,0,0,1,0.208344,0.125,0,0.111257,0,0,1,0.706106,0.054825,1
0.878652,1,0,0,0,0.359135,0,0,0.058556,0,0,1,0.073268,0.936678,0
0.879775,0,0,1,0,?,0.125,0.333333,0.045771,0,0,1,0.636328,0.155213,0
0.880899,0,0,1,0,0.308872,0,0,0.013761,0,0,1,0.68889,0.287966,0
0.882022,0,0,1,0,0.308872,0,0,0.014151,0,0,1,0.254161,0.21971,0
0.883146,0,0,1,1,0.22091,0,0,0.014631,0,0,1,0.705221,0.913376,1
0.88427,0,0,1,0,0.09525,0.5,0.166667,0.056848,0,1,0,0.640463,0.999925,0
0.885393,0,0,1,0,0.007288,0.125,0.333333,0.04016,0,0,1,0.585883,0.841996,1
0.886517,1,0,0,0,0.572757,0,0,0.154588,1,0,0,0.386363,0.147643,0
0.88764,0,0,1,0,?,0,0,0.015127,0,1,0,0.205378,0.191337,0
0.888764,0,1,0,0,0.195778,0,0,0.050749,0,0,1,0.319226,0.486789,0
0.889888,0,0,1,1,?,1,0.333333,0.135753,0,0,1,0.638254,0.300108,0
0.891011,1,0,0,0,?,0,0,0.059914,1,0,0,0.462431,0.595801,0
0.892135,0,0,1,0,0.308872,0,0,0.015412,0,0,1,0.05864,0.97849,0
0.893258,0,1,0,0,0.484795,0,0,0.025374,0,0,1,0.487176,0.489623,0
0.894382,1,0,0,1,0.610455,0,0,0.05061,0,0,1,0.788121,0.003478,1
0.895506,0,0,1,1,0.384267,0,0,0.016949,0,0,1,0.32565,0.656357,1
0.896629,0,0,1,0,0.371701,0,0,0.01411,1,0,0,0.269223,0.655862,0
0.897753,0,0,1,1,0.371701,0.125,0.166667,0.047138,0,0,1,0.932291,0.825678,0
0.898876,0,1,0,0,0.421965,0,0,0.025374,0,0,1,0.887258,0.920555,0
0.9,0,1,0,1,0.384267,0.125,0.166667,0.051237,0,0,1,0.4035,0.624435,1
0.901124,1,0,0,0,0.132948,0.125,0.333333,0.234224,0,0,1,0.11505,0.953467,1
0.902247,0,0,1,0,0,0,0.166667,0.016623,1,0,0,0.796042,0.709443,1
0.903371,0,0,1,0,0.334004,0,0,0.013614,0,0,1,0.413067,0.55578,1
0.904494,0,0,1,0,0.384267,0,0,0.015176,0,0,1,0.020505,0.058267,0
0.905618,1,0,0,0,0.484795,0,0,0,0,0,1,0.681745,0.690471,0
0.906742,0,0,1,1,0.22091,0,0,0.015176,0,0,1,0.128586,0.845908,0
0.907865,0,1,0,0,0.484795,0,0,0.025374,0,0,1,0.833288,0.526075,0
0.908989,1,0,0,1,0.409399,0.125,0,0.103644,0,0,1,0.161579,0.738573,1
0.910112,0,0,1,0,0.321438,0,0,0.015395,0,0,1,0.227008,0.099157,0
0.911236,0,0,1,0,0.484795,0,0,0.047138,0,0,1,0.482344,0.49533,0
0.91236,0,1,0,0,0.434531,0,0,0.020495,0,0,1,0.295237,0.449662,0
0.913483,0,0,1,1,0.070118,0.5,0.333333,0.061045,0,0,1,0.174161,0.484219,0
0.914607,0,0,1,0,0.377984,0,0,0.015713,0,0,1,0.676158,0.00222,0
0.91573,1,0,0,0,?,0,0,0,0,0,1,0.657252,0.091522,0
0.916854,0,0,1,1,0.28374,0,0,0.015469,0,0,1,0.565346,0.041725,0
0.917978,0,1,0,0,0.384267,0.125,0.166667,0.072227,1,0,0,0.147403,0.031147,0
0.919101,0,0,1,0,0.535059,0,0,0.01259,0,0,1,0.799622,0.362925,0
0.920225,0,0,1,0,0.120382,0.375,0.333333,0.054457,0,0,1,0.960966,0.245705,0
0.921348,1,0,0,1,0.648153,0.125,0.166667,0.1825,0,0,1,0.394796,0.561449,1
0.922472,0,0,1,0,0.334004,0,0,0.016908,0,0,1,0.95671,0.431652,1
0.923596,1,0,0,0,0.472229,0,0,0,0,0,1,0.873148,0.977669,0
0.924719,0,0,1,1,0.334004,0,0.166667,0.02435,0,0,1,0.597304,0.217946,1
0.925843,0,0,1,0,0.019854,0.5,0.166667,0.077465,0,0,1,0.737006,0.004972,0
0.926966,0,0,1,0,?,0,0,0.013565,0,1,0,0.211907,0.680995,0
0.92809,0,0,1,0,?,0,0,0.110272,0,0,1,0.871525,0.330456,0
0.929213,0,1,0,0,0.007288,0,0.333333,0.072227,1,0,0,0.046198,0.188222,1
0.930337,0,0,1,0,?,0,0,0.015127,0,1,0,0.492786,0.688783,1
0.931461,1,0,0,1,0.773813,0,0,0.15615,?,?,?,0.597299,0.528421,1
0.932584,0,0,1,1,0.183212,0.125,0,0.028213,1,0,0,0.496601,0.878842,1
0.933708,0,1,0,0,0.005152,0.125,0.166667,0.036598,0,0,1,0.548454,0.909131,1
0.934831,0,0,1,0,?,0,0,0.01411,1,0,0,0.708903,0.118086,0
0.935955,0,0,1,0,0.28374,0,0,0.01533,0,0,1,0.341939,0.679578,0
0.937079,0,0,1,0,0.22091,0,0,0.016201,0,0,1,0.59036,0.290856,0
0.938202,1,0,0,1,0.484795,0.125,0.166667,0.162314,1,0,0,0.058578,0.572297,1
0.939326,0,0,1,0,0.258608,0,0,0.016908,0,0,1,0.405875,0.284671,0
0.940449,0,0,1,0,?,0,0,0.015713,0,0,1,0.808349,0.847402,0
0.941573,0,0,1,0,0.396833,0,0,0.110272,0,0,1,0.733863,0.402456,1
0.942697,1,0,0,0,?,0,0,0.057971,1,0,0,0.278974,0.970479,1
0.94382,0,0,1,0,0.246042,0,0,0.015469,0,0,1,0.460746,0.788824,0
0.944944,0,1,0,0,0.195778,0,0,0.020495,0,0,1,0.438,0.358472,0
0.946067,1,0,0,1,0.371701,0,0,0.060508,1,0,0,0.082812,0.915022,1
0.947191,0,0,1,0,0.428248,0,0,0.012565,1,0,0,0.638771,0.287433,0
0.948315,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0.220641,0.429798,0
0.949438,0,0,1,0,0.522493,0,0,0.014737,0,0,1,0.541818,0.271881,0
0.950562,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0.740533,0.102441,0
0.951685,0,0,1,0,0.434531,0,0,0.015412,1,0,0,0.330582,0.097551,0
0.952809,0,1,0,0,0.346569,0,0.166667,0.064412,0,0,1,0.772873,0.159389,0
0.953933,1,0,0,1,?,0.125,0,0.17392,1,0,0,0.674011,0.217651,1
0.955056,0,0,1,0,0.044986,0.5,0.333333,0.061045,0,0,1,0.219159,0.047301,0
0.95618,0,0,1,0,0.924604,0,0,0.015176,0,0,1,0.768465,0.40731,0
0.957303,0,0,1,1,0.107816,0.125,0.166667,0.029758,1,0,0,0.047388,0.543133,0
0.958427,1,0,0,1,0.195778,0,0.166667,0.076904,0,0,1,0.577482,0.411721,1
0.959551,0,1,0,1,0.547625,0.125,0,0.050749,0,0,1,0.789782,0.175735,0
0.960674,0,0,1,1,0.22091,0,0.166667,0.01825,0,0,1,0.080362,0.820556,1
0.961798,1,0,0,1,0.560191,0.125,0.166667,0.321798,0,0,1,0.177328,0.123673,1
0.962921,1,0,0,0,0.635587,0,0,0.051822,0,0,1,0.939123,0.554542,1
0.964045,0,0,1,1,0.296306,0,0.5,0.03759,1,0,0,0.772368,0.11043,1
0.965169,0,0,1,0,?,0,0,0.01411,1,0,0,0.498314,0.159669,0
0.966292,0,0,1,0,0.509927,0.25,0,0.027538,0,0,1,0.793489,0.330811,0
0.967416,0,1,0,0,0.258608,0.125,0,0.022447,0,0,1,0.44326,0.57031,0
0.968539,1,0,0,1,0.597889,0,0,0.05061,0,0,1,0.06621,0.111362,1
0.969663,0,0,1,1,?,1,0.333333,0.135753,0,0,1,0.759716,0.124619,0
0.970787,0,1,0,0,0.296306,0,0,0.025374,0,0,1,0.17847,0.832783,0
0.97191,0,1,0,1,0.522493,0,0,0.025374,0,0,1,0.861545,0.393866,1
0.973034,0,1,0,1,0.334004,0.125,0,0.02705,1,0,0,0.471705,0.62375,1
0.974157,1,0,0,0,0.384267,0,0,0.098561,0,0,1,0.882902,0.82197,0
0.975281,0,0,1,0,?,0,0,0.018543,0,0,1,0.456266,0.473295,0
0.976404,0,0,1,0,0.044986,0.125,0.166667,0.021731,0,0,1,0.167557,0.262295,1
0.977528,0,0,1,0,0.321438,0,0,0.015412,0,0,1,0.604228,0.702794,0
0.978652,1,0,0,1,0.585323,0.125,0.166667,0.102579,0,0,1,0.930346,0.245835,1
0.979775,1,0,0,0,0.409399,0,0,0.009759,0,0,1,0.243122,0.18884,0
0.980899,0,0,1,0,0.585323,0,0,0.017567,0,0,1,0.914413,0.21826,0
0.982022,0,1,0,1,0.346569,0.125,0,0.046845,1,0,0,0.450894,0.334709,1
0.983146,0,0,1,1,0.183212,0,0,0.014102,1,0,0,0.622742,0.042838,1
0.98427,0,0,1,0,0.246042,0,0,0.019218,0,0,1,0.435397,0.550828,0
0.985393,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0.363651,0.782092,0
0.986517,0,0,1,0,?,0,0,0.015412,0,0,1,0.870979,0.92359,0
0.98764,1,0,0,1,0.698417,0,0.166667,0.162314,1,0,0,0.917269,0.143099,1
0.988764,0,1,0,1,0.308872,0,0.166667,0.050749,0,0,1,0.060241,0.827073,1
0.989888,0,0,1,0,0.409399,0,0,0.015412,0,0,1,0.103686,0.999679,0
0.991011,0,0,1,1,0.271174,0,0,0.020527,0,0,1,0.590794,0.463644,0
0.992135,0,1,0,0,0.346569,0,0,0.020495,0,0,1,0.913303,0.089279,0
0.993258,0,0,1,0,0.308872,0,0,0.013761,0,0,1,0.364856,0.707151,0
0.994382,0,0,1,1,0.484795,0,0.833333,0.056848,0,1,0,0.146101,0.323177,0
0.995506,0,1,0,0,0.334004,0,0,0.025374,0,0,1,0.49378,0.166317,0
0.996629,1,0,0,1,0.233476,0,0,0.058556,0,0,1,0.698863,0.145718,1
0.997753,0,0,1,1,?,0.125,0.333333,0.045771,0,0,1,0.570124,0.086179,0
0.998876,1,0,0,0,0.321438,0,0,0.058556,1,0,0,0.738073,0.031579,1
1,0,0,1,0,0.396833,0,0,0.015127,0,1,0,0.256614,0.561843,0
