@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute survival {0,1}

@data
0.858427,0,0,1,0,0.195778,0,0,0.015176,0,0,1,0
0.859551,1,0,0,1,0.635587,0.125,0,0.152164,0,0,1,1
0.860674,1,0,0,0,?,0,0,0.077294,1,0,0,0
0.861798,0,0,1,1,0.377984,0,0,0.015127,0,1,0,1
0.862921,0,0,1,0,?,0.125,0,0.047138,0,1,0,0
0.864045,0,0,1,0,0.396833,0,0,0.016323,0,0,1,0
0.865169,0,0,1,0,0.296306,0,0,0.018543,0,0,1,0
0.866292,0,0,1,0,0.597889,0,0,0.01533,0,0,1,0
0.867416,0,1,0,1,0.710983,0,0,0.020495,0,0,1,1
0.868539,0,0,1,0,?,0,0,0.014102,1,0,0,0
0.869663,0,1,0,1,0.673285,0.125,0.5,0.044893,0,0,1,1
0.870787,0,0,1,0,0.22091,0,0,0.015127,0,0,1,0
0.87191,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.873034,0,0,1,1,0.057552,0,0,0.02435,0,0,1,0
0.874157,0,0,1,0,?,0,0,0.015103,0,1,0,0
0.875281,1,0,0,1,0.535059,0,0.166667,0.412503,0,0,1,1
0.876404,0,0,1,1,0.15808,0,0,0.01411,1,0,0,1
0.877528,1,0,0,1,0.208344,0.125,0,0.111257,0,0,1,1
0.878652,1,0,0,0,0.359135,0,0,0.058556,0,0,1,1
0.879775,0,0,1,0,?,0.125,0.333333,0.045771,0,0,1,0
0.880899,0,0,1,0,0.308872,0,0,0.013761,0,0,1,0
0.882022,0,0,1,0,0.308872,0,0,0.014151,0,0,1,0
0.883146,0,0,1,1,0.22091,0,0,0.014631,0,0,1,0
0.88427,0,0,1,0,0.09525,0.5,0.166667,0.056848,0,1,0,0
0.885393,0,0,1,0,0.007288,0.125,0.333333,0.04016,0,0,1,1
0.886517,1,0,0,0,0.572757,0,0,0.154588,1,0,0,0
0.88764,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.888764,0,1,0,0,0.195778,0,0,0.050749,0,0,1,0
0.889888,0,0,1,1,?,1,0.333333,0.135753,0,0,1,0
0.891011,1,0,0,0,?,0,0,0.059914,1,0,0,1
0.892135,0,0,1,0,0.308872,0,0,0.015412,0,0,1,0
0.893258,0,1,0,0,0.484795,0,0,0.025374,0,0,1,0
0.894382,1,0,0,1,0.610455,0,0,0.05061,0,0,1,1
0.895506,0,0,1,1,0.384267,0,0,0.016949,0,0,1,0
0.896629,0,0,1,0,0.371701,0,0,0.01411,1,0,0,0
0.897753,0,0,1,1,0.371701,0.125,0.166667,0.047138,0,0,1,0
0.898876,0,1,0,0,0.421965,0,0,0.025374,0,0,1,0
0.9,0,1,0,1,0.384267,0.125,0.166667,0.051237,0,0,1,1
0.901124,1,0,0,0,0.132948,0.125,0.333333,0.234224,0,0,1,1
0.902247,0,0,1,0,0,0,0.166667,0.016623,1,0,0,1
0.903371,0,0,1,0,0.334004,0,0,0.013614,0,0,1,0
0.904494,0,0,1,0,0.384267,0,0,0.015176,0,0,1,0
0.905618,1,0,0,0,0.484795,0,0,0,0,0,1,0
0.906742,0,0,1,1,0.22091,0,0,0.015176,0,0,1,0
0.907865,0,1,0,0,0.484795,0,0,0.025374,0,0,1,0
0.908989,1,0,0,1,0.409399,0.125,0,0.103644,0,0,1,1
0.910112,0,0,1,0,0.321438,0,0,0.015395,0,0,1,0
0.911236,0,0,1,0,0.484795,0,0,0.047138,0,0,1,0
0.91236,0,1,0,0,0.434531,0,0,0.020495,0,0,1,0
0.913483,0,0,1,1,0.070118,0.5,0.333333,0.061045,0,0,1,0
0.914607,0,0,1,0,0.377984,0,0,0.015713,0,0,1,0
0.91573,1,0,0,0,?,0,0,0,0,0,1,0
0.916854,0,0,1,1,0.28374,0,0,0.015469,0,0,1,0
0.917978,0,1,0,0,0.384267,0.125,0.166667,0.072227,1,0,0,0
0.919101,0,0,1,0,0.535059,0,0,0.01259,0,0,1,0
0.920225,0,0,1,0,0.120382,0.375,0.333333,0.054457,0,0,1,0
0.921348,1,0,0,1,0.648153,0.125,0.166667,0.1825,0,0,1,1
0.922472,0,0,1,0,0.334004,0,0,0.016908,0,0,1,0
0.923596,1,0,0,0,0.472229,0,0,0,0,0,1,0
0.924719,0,0,1,1,0.334004,0,0.166667,0.02435,0,0,1,1
0.925843,0,0,1,0,0.019854,0.5,0.166667,0.077465,0,0,1,0
0.926966,0,0,1,0,?,0,0,0.013565,0,1,0,0
0.92809,0,0,1,0,?,0,0,0.110272,0,0,1,0
0.929213,0,1,0,0,0.007288,0,0.333333,0.072227,1,0,0,1
0.930337,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.931461,1,0,0,1,0.773813,0,0,0.15615,?,?,?,1
0.932584,0,0,1,1,0.183212,0.125,0,0.028213,1,0,0,1
0.933708,0,1,0,0,0.005152,0.125,0.166667,0.036598,0,0,1,1
0.934831,0,0,1,0,?,0,0,0.01411,1,0,0,0
0.935955,0,0,1,0,0.28374,0,0,0.01533,0,0,1,0
0.937079,0,0,1,0,0.22091,0,0,0.016201,0,0,1,0
0.938202,1,0,0,1,0.484795,0.125,0.166667,0.162314,1,0,0,1
0.939326,0,0,1,0,0.258608,0,0,0.016908,0,0,1,0
0.940449,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.941573,0,0,1,0,0.396833,0,0,0.110272,0,0,1,0
0.942697,1,0,0,0,?,0,0,0.057971,1,0,0,1
0.94382,0,0,1,0,0.246042,0,0,0.015469,0,0,1,0
0.944944,0,1,0,0,0.195778,0,0,0.020495,0,0,1,0
0.946067,1,0,0,1,0.371701,0,0,0.060508,1,0,0,1
0.947191,0,0,1,0,0.428248,0,0,0.012565,1,0,0,0
0.948315,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0
0.949438,0,0,1,0,0.522493,0,0,0.014737,0,0,1,0
0.950562,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0
0.951685,0,0,1,0,0.434531,0,0,0.015412,1,0,0,0
0.952809,0,1,0,0,0.346569,0,0.166667,0.064412,0,0,1,0
0.953933,1,0,0,1,?,0.125,0,0.17392,1,0,0,1
0.955056,0,0,1,0,0.044986,0.5,0.333333,0.061045,0,0,1,0
0.95618,0,0,1,0,0.924604,0,0,0.015176,0,0,1,0
0.957303,0,0,1,1,0.107816,0.125,0.166667,0.029758,1,0,0,1
0.958427,1,0,0,1,0.195778,0,0.166667,0.076904,0,0,1,1
0.959551,0,1,0,1,0.547625,0.125,0,0.050749,0,0,1,1
0.960674,0,0,1,1,0.22091,0,0.166667,0.01825,0,0,1,1
0.961798,1,0,0,1,0.560191,0.125,0.166667,0.321798,0,0,1,1
0.962921,1,0,0,0,0.635587,0,0,0.051822,0,0,1,1
0.964045,0,0,1,1,0.296306,0,0.5,0.03759,1,0,0,1
0.965169,0,0,1,0,?,0,0,0.01411,1,0,0,0
0.966292,0,0,1,0,0.509927,0.25,0,0.027538,0,0,1,0
0.967416,0,1,0,0,0.258608,0.125,0,0.022447,0,0,1,0
0.968539,1,0,0,1,0.597889,0,0,0.05061,0,0,1,1
0.969663,0,0,1,1,?,1,0.333333,0.135753,0,0,1,0
0.970787,0,1,0,0,0.296306,0,0,0.025374,0,0,1,0
0.97191,0,1,0,1,0.522493,0,0,0.025374,0,0,1,1
0.973034,0,1,0,1,0.334004,0.125,0,0.02705,1,0,0,1
0.974157,1,0,0,0,0.384267,0,0,0.098561,0,0,1,0
0.975281,0,0,1,0,?,0,0,0.018543,0,0,1,0
0.976404,0,0,1,0,0.044986,0.125,0.166667,0.021731,0,0,1,1
0.977528,0,0,1,0,0.321438,0,0,0.015412,0,0,1,0
0.978652,1,0,0,1,0.585323,0.125,0.166667,0.102579,0,0,1,1
0.979775,1,0,0,0,0.409399,0,0,0.009759,0,0,1,0
0.980899,0,0,1,0,0.585323,0,0,0.017567,0,0,1,0
0.982022,0,1,0,1,0.346569,0.125,0,0.046845,1,0,0,1
0.983146,0,0,1,1,0.183212,0,0,0.014102,1,0,0,1
0.98427,0,0,1,0,0.246042,0,0,0.019218,0,0,1,0
0.985393,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0
0.986517,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.98764,1,0,0,1,0.698417,0,0.166667,0.162314,1,0,0,1
0.988764,0,1,0,1,0.308872,0,0.166667,0.050749,0,0,1,1
0.989888,0,0,1,0,0.409399,0,0,0.015412,0,0,1,0
0.991011,0,0,1,1,0.271174,0,0,0.020527,0,0,1,0
0.992135,0,1,0,0,0.346569,0,0,0.020495,0,0,1,0
0.993258,0,0,1,0,0.308872,0,0,0.013761,0,0,1,0
0.994382,0,0,1,1,0.484795,0,0.833333,0.056848,0,1,0,0
0.995506,0,1,0,0,0.334004,0,0,0.025374,0,0,1,0
0.996629,1,0,0,1,0.233476,0,0,0.058556,0,0,1,1
0.997753,0,0,1,1,?,0.125,0.333333,0.045771,0,0,1,0
0.998876,1,0,0,0,0.321438,0,0,0.058556,1,0,0,1
1,0,0,1,0,0.396833,0,0,0.015127,0,1,0,0
